run_name,row_type,name,stage,activity_type,calls,range_duration_us,cpu_time_total_us,cuda_time_total_us,kernel_calls,inclusive,notes
small_ctx256_train_step_fp32,range,profile/measure,profile/measure,,1,76371.139,,,,true,measurement wall-clock CPU range; do not interpret as CUDA time
small_ctx256_train_step_fp32,range,forward,forward,,1,21374.204,,,,true,inclusive CPU annotation range
small_ctx256_train_step_fp32,range,backward,backward,,1,31831.063,,,,true,inclusive CPU annotation range
small_ctx256_train_step_fp32,range,optimizer,optimizer,,1,20988.653,,,,true,inclusive CPU annotation range
small_ctx256_train_step_fp32,range,attention/scores,forward,,12,1664.4859999999999,,,,true,inclusive nested range; do not add to forward
small_ctx256_train_step_fp32,range,attention/softmax,forward,,12,1777.837,,,,true,inclusive nested range; do not add to forward
small_ctx256_train_step_fp32,range,attention/value,forward,,12,1542.601,,,,true,inclusive nested range; do not add to forward
small_ctx256_train_step_fp32,cpu_op,aten::_reshape_alias,forward,,121,,180.392,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::_unsafe_view,forward,,24,,48.884,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::add,forward,,73,,680.238,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::alias,forward,,24,,34.994,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::arange,forward,,24,,319.934,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::as_strided,forward,,1033,,379.479,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::bmm,forward,,109,,2715.58,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::cat,forward,,24,,276.734,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::clone,forward,,24,,407.922,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::concat,forward,,24,,307.383,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::copy_,forward,,24,,226.657,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::div,forward,,24,,281.655,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::einsum,forward,,109,,7379.833,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::empty,forward,,60,,154.201,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::empty_like,forward,,24,,100.046,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::exp,forward,,13,,150.823,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::fill_,forward,,12,,110.459,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::gather,forward,,1,,15.577,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::ge,forward,,12,,137.625,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::index,forward,,1,,53.086,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::log,forward,,1,,9.583,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::max,forward,,13,,220.95,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::mean,forward,,27,,342.864,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::mul,forward,,170,,1565.068,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::neg,forward,,1,,9.926,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::permute,forward,,617,,1545.07,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::pow,forward,,25,,328.3,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::reshape,forward,,315,,1242.883,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::resize_,forward,,24,,57.232,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::result_type,forward,,25,,8.097,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::rsqrt,forward,,25,,236.739,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::scalar_tensor,forward,,12,,185.687,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::select,forward,,96,,169.895,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::sigmoid,forward,,12,,143.022,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::sub,forward,,38,,357.759,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::sum,forward,,13,,170.99,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::to,forward,,87,,21.783,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::unbind,forward,,48,,323.875,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::unsqueeze,forward,,316,,814.398,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::view,forward,,388,,491.056,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::where,forward,,24,,718.799,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,AddBackward0,backward,,73,,24.151,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,BmmBackward0,backward,,109,,4497.965,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,CatBackward0,backward,,24,,218.776,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,CloneBackward0,backward,,24,,4.568,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,DivBackward0,backward,,24,,609.434,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,ExpBackward0,backward,,13,,104.328,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,GatherBackward0,backward,,1,,49.423,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,IndexBackward0,backward,,1,,100.004,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,LogBackward0,backward,,1,,20.078,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,MaxBackward0,backward,,13,,443.02,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,MeanBackward0,backward,,1,,61.17,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,MeanBackward1,backward,,25,,410.927,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,MulBackward0,backward,,170,,1948.98,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,NegBackward0,backward,,1,,10.765,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,PermuteBackward0,backward,,617,,1566.598,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,PowBackward0,backward,,25,,853.553,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,ReshapeAliasBackward0,backward,,121,,647.187,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,RsqrtBackward0,backward,,25,,746.992,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,SigmoidBackward0,backward,,12,,121.544,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,SubBackward0,backward,,38,,284.871,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,SumBackward1,backward,,13,,48.154,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,UnbindBackward0,backward,,24,,333.79,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,UnsafeViewBackward0,backward,,24,,97.266,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,UnsqueezeBackward0,backward,,303,,708.719,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,ViewBackward0,backward,,363,,1376.36,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,WhereBackward0,backward,,12,,434.613,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::_index_put_impl_,backward,,1,,82.627,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::_reshape_alias,backward,,12,,20.382,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::_unsafe_view,backward,,72,,48.327,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::add,backward,,24,,174.269,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::add_,backward,,147,,744.675,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::arange,backward,,2,,23.793,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::as_strided,backward,,1254,,435.716,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::bmm,backward,,218,,3684.191,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::cat,backward,,24,,217.957,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::clone,backward,,72,,755.123,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::copy_,backward,,182,,1280.031,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::detach,backward,,26,,39.522999999999996,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::div,backward,,101,,899.775,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::div_,backward,,2,,19.448999999999998,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::divide_,backward,,1,,12.653,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::empty,backward,,114,,243.138,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::empty_like,backward,,75,,230.33,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::empty_strided,backward,,86,,210.775,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::expand,backward,,40,,109.481,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::fill_,backward,,28,,167.062,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::gather_backward,backward,,1,,46.23,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::mul,backward,,421,,2850.531,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::narrow,backward,,48,,181.148,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::neg,backward,,51,,354.5,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::new_empty,backward,,2,,9.459,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::new_empty_strided,backward,,85,,313.173,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::new_zeros,backward,,2,,33.998,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::ones_like,backward,,1,,17.379,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::permute,backward,,617,,1101.375,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::pow,backward,,50,,687.371,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::remainder,backward,,2,,19.314999999999998,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::reshape,backward,,509,,1725.275,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::resize_,backward,,13,,28.45,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::result_type,backward,,50,,7.7700000000000005,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::scalar_tensor,backward,,12,,170.449,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::scatter_,backward,,13,,208.822,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::scatter_add_,backward,,1,,21.496,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::sigmoid_backward,backward,,12,,99.809,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::slice,backward,,48,,114.791,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::squeeze,backward,,303,,529.234,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::stack,backward,,24,,299.395,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::sum,backward,,76,,836.743,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::to,backward,,63,,9.758,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::transpose,backward,,218,,457.751,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::value_selecting_reduction_backward,backward,,13,,415.353,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::view,backward,,474,,329.855,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::where,backward,,24,,616.6129999999999,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::zero_,backward,,15,,128.715,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::zeros,backward,,13,,172.58,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: AddBackward0,backward,,73,,189.932,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: BmmBackward0,backward,,109,,4921.85,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: CatBackward0,backward,,24,,282.159,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: CloneBackward0,backward,,24,,50.928,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: DivBackward0,backward,,24,,816.838,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: ExpBackward0,backward,,13,,156.161,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: GatherBackward0,backward,,1,,59.138,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: IndexBackward0,backward,,1,,103.648,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: LogBackward0,backward,,1,,23.93,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: MaxBackward0,backward,,13,,585.862,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: MeanBackward0,backward,,1,,71.485,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: MeanBackward1,backward,,25,,475.042,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: MulBackward0,backward,,170,,3649.412,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: NegBackward0,backward,,1,,13.462,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: PermuteBackward0,backward,,617,,2989.853,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: PowBackward0,backward,,25,,1103.454,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: ReshapeAliasBackward0,backward,,121,,1054.1109999999999,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: RsqrtBackward0,backward,,25,,817.108,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: SigmoidBackward0,backward,,12,,239.445,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: SubBackward0,backward,,38,,509.126,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: SumBackward1,backward,,13,,181.418,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: UnbindBackward0,backward,,24,,399.0,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: UnsafeViewBackward0,backward,,24,,149.35399999999998,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: UnsqueezeBackward0,backward,,303,,1735.995,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: ViewBackward0,backward,,363,,2164.029,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: WhereBackward0,backward,,12,,480.363,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,backward,,111,,1440.858,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,detach,backward,,26,,23.044999999999998,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,torch::autograd::AccumulateGrad,backward,,111,,1232.7160000000001,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::_has_compatible_shallow_copy_type,optimizer,,222,,20.609,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::_local_scalar_dense,optimizer,,1,,22.74,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::_to_copy,optimizer,,1,,50.338,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::add,optimizer,,334,,1995.333,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::add_,optimizer,,111,,548.915,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::as_strided,optimizer,,111,,25.964,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::copy_,optimizer,,1,,32.0,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::detach_,optimizer,,1,,1.736,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::div,optimizer,,111,,664.053,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::empty,optimizer,,1,,5.615,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::empty_like,optimizer,,222,,645.352,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::empty_strided,optimizer,,223,,445.805,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::fill_,optimizer,,222,,913.853,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::is_nonzero,optimizer,,1,,25.771,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::item,optimizer,,1,,24.372,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::lift_fresh,optimizer,,1,,0.246,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::lt,optimizer,,1,,11.412,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::mul,optimizer,,667,,4049.921,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::mul_,optimizer,,111,,524.038,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::pow,optimizer,,222,,1555.329,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::reciprocal,optimizer,,1,,8.381,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::result_type,optimizer,,222,,15.031,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::sqrt,optimizer,,112,,631.73,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::square,optimizer,,111,,834.053,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::sub_,optimizer,,222,,1081.727,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::sum,optimizer,,222,,2509.565,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::to,optimizer,,223,,65.482,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::zero_,optimizer,,222,,1211.229,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,aten::zeros_like,optimizer,,222,,2203.184,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cpu_op,detach_,optimizer,,1,,0.791,,,,sum of CPU operation durations; nested operations may overlap
small_ctx256_train_step_fp32,cuda_activity,Memset (Device),forward,gpu_memset,1,,,1.12,0,,sum of physical GPU activity durations; not GPU wall-clock time
small_ctx256_train_step_fp32,cuda_activity,sm90_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_off_kernel__5x_cublas,forward,kernel,25,,,569.76,25,,sum of physical GPU activity durations; not GPU wall-clock time
small_ctx256_train_step_fp32,cuda_activity,sm90_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x128x32_warpgroupsize1x1x1_execute_segment_k_off_kernel__5x_cublas,forward,kernel,60,,,728.286,60,,sum of physical GPU activity durations; not GPU wall-clock time
small_ctx256_train_step_fp32,cuda_activity,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",forward,kernel,12,,,12.319,12,,sum of physical GPU activity durations; not GPU wall-clock time
small_ctx256_train_step_fp32,cuda_activity,"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",forward,kernel,24,,,167.998,24,,sum of physical GPU activity durations; not GPU wall-clock time
small_ctx256_train_step_fp32,cuda_activity,"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",forward,kernel,1,,,8.768,1,,sum of physical GPU activity durations; not GPU wall-clock time
small_ctx256_train_step_fp32,cuda_activity,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",forward,kernel,12,,,122.46600000000001,12,,sum of physical GPU activity durations; not GPU wall-clock time
