step,time_ms
0,15.725567817687988
1,16.02355194091797
2,15.874048233032227
3,15.90783977508545
4,15.871999740600586
5,16.35430335998535
6,16.00409507751465
7,15.881216049194336
8,15.953920364379883
9,15.929344177246094
