step,time_ms
0,55.25299072265625
1,59.394046783447266
2,59.78112030029297
3,59.654144287109375
4,59.72480010986328
5,59.056129455566406
6,64.45158386230469
7,64.78848266601562
8,62.248958587646484
9,53.91155242919922
