step,time_ms
0,23.602176666259766
1,23.772159576416016
2,23.732223510742188
3,23.69024085998535
4,23.68716812133789
5,23.69843292236328
6,23.69740867614746
7,23.69638442993164
8,23.71891212463379
9,23.734272003173828
