step,time_ms
0,78.47321319580078
1,79.19206237792969
2,79.30060577392578
3,79.25043487548828
4,79.57504272460938
5,79.42655944824219
6,79.38355255126953
7,79.30982208251953
8,79.47058868408203
9,79.07942199707031
