config_id,model_size,num_layers,context_length,batch_size,dtype,checkpoint_block_size,nested,warmup_steps,measurement_steps,step_time_ms_samples,step_time_ms_p50,peak_allocated_mib,peak_reserved_mib,status
no_ckpt_ctx1024,medium,24,1024,1,bf16,none,False,3,5,"[137.5067138671875, 136.91001892089844, 137.30303955078125, 136.76339721679688, 136.92236328125]",136.92236328125,10066.1259765625,10172.0,ok
ckpt_b1_ctx1024,medium,24,1024,1,bf16,1,False,3,5,"[204.89625549316406, 205.24029541015625, 308.1072692871094, 204.8573455810547, 204.48944091796875]",204.89625549316406,8116.87939453125,10172.0,ok
ckpt_b2_ctx1024,medium,24,1024,1,bf16,2,False,3,5,"[196.73394775390625, 193.8155517578125, 194.28659057617188, 194.26083374023438, 194.11865234375]",194.26083374023438,8116.87939453125,10172.0,ok
ckpt_b4_ctx1024,medium,24,1024,1,bf16,4,False,3,5,"[188.04736328125, 187.18515014648438, 187.8013153076172, 189.04063415527344, 187.1829071044922]",187.8013153076172,8116.87939453125,10172.0,ok
ckpt_b8_ctx1024,medium,24,1024,1,bf16,8,False,3,5,"[190.4291534423828, 186.83084106445312, 290.28271484375, 187.91702270507812, 184.87603759765625]",187.91702270507812,8116.87939453125,10172.0,ok
no_ckpt_ctx2048,medium,24,2048,1,bf16,none,False,3,5,"[377.8683776855469, 377.9082336425781, 377.9557189941406, 377.9244079589844, 378.1693420410156]",377.9244079589844,19665.0751953125,20668.0,ok
ckpt_b1_ctx2048,medium,24,2048,1,bf16,1,False,3,5,"[481.6842346191406, 481.6844787597656, 482.0723876953125, 481.8717041015625, 481.9807434082031]",481.8717041015625,8137.14501953125,20668.0,ok
