calls,context_length,cpu_total_us,cuda_total_us,dtype,error,mode,model_size,op_or_kernel,peak_allocated_mib,peak_reserved_mib,stage,status,tool,trace_name
1,256,99837.477,21714.046000000053,fp32,,train_step,small,ProfilerStep*,3122.873046875,3312.0,,ok,torch.profiler,small_c256
1,256,90728.965,21714.046000000053,fp32,,train_step,small,profile/measure/train_step/0,3122.873046875,3312.0,,ok,torch.profiler,small_c256
1,256,190.78300000000002,0,fp32,,train_step,small,Optimizer.zero_grad#AdamW.zero_grad,3122.873046875,3312.0,optimizer,ok,torch.profiler,small_c256
1,256,33217.975,10475.99400000004,fp32,,train_step,small,forward,3122.873046875,3312.0,forward,ok,torch.profiler,small_c256
1,256,1749.303,0,fp32,,train_step,small,Unrecognized,3122.873046875,3312.0,,ok,torch.profiler,small_c256
1,256,116.45200000000023,5.791999999999916,fp32,,train_step,small,aten::index,3122.873046875,3312.0,,ok,torch.profiler,small_c256
2015,256,1537.9789999999357,0,fp32,,train_step,small,aten::as_strided,3122.873046875,3312.0,,ok,torch.profiler,small_c256
800,256,5481.918999999978,404.1560000000027,fp32,,train_step,small,aten::reshape,3122.873046875,3312.0,,ok,torch.profiler,small_c256
802,256,1503.029000000061,0,fp32,,train_step,small,aten::view,3122.873046875,3312.0,,ok,torch.profiler,small_c256
1903,256,10667.93100000008,0,fp32,,train_step,small,cudaLaunchKernel,3122.873046875,3312.0,,ok,torch.profiler,small_c256
1,256,0,31657.543,fp32,,train_step,small,forward,3122.873046875,3312.0,forward,ok,torch.profiler,small_c256
1,256,0,5.791999999999916,fp32,,train_step,small,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
154,256,63.21799999994391,0,fp32,,train_step,small,aten::to,3122.873046875,3312.0,,ok,torch.profiler,small_c256
77,256,1728.7130000000489,278.87399999994113,fp32,,train_step,small,aten::pow,3122.873046875,3312.0,,ok,torch.profiler,small_c256
77,256,38.13999999996622,0,fp32,,train_step,small,aten::result_type,3122.873046875,3312.0,,ok,torch.profiler,small_c256
26,256,0,117.95000000000755,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
26,256,566.452000000002,90.97599999999647,fp32,,train_step,small,aten::mean,3122.873046875,3312.0,,ok,torch.profiler,small_c256
26,256,0,90.62399999999025,fp32,,train_step,small,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
97,256,1573.9540000000188,359.36500000002707,fp32,,train_step,small,aten::add,3122.873046875,3312.0,,ok,torch.profiler,small_c256
25,256,0,26.594000000004144,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
25,256,388.00499999998874,27.358999999994012,fp32,,train_step,small,aten::rsqrt,3122.873046875,3312.0,,ok,torch.profiler,small_c256
25,256,0,27.358999999994012,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
541,256,7815.596000000024,3406.3680000000472,fp32,,train_step,small,aten::mul,3122.873046875,3312.0,,ok,torch.profiler,small_c256
292,256,0,1029.314000000068,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",3122.873046875,3312.0,,ok,torch.profiler,small_c256
85,256,8644.687,7431.48800000001,fp32,,train_step,small,aten::einsum,3122.873046875,3312.0,,ok,torch.profiler,small_c256
267,256,1079.7589999999736,0,fp32,,train_step,small,aten::unsqueeze,3122.873046875,3312.0,,ok,torch.profiler,small_c256
994,256,3745.799000000149,0,fp32,,train_step,small,aten::permute,3122.873046875,3312.0,,ok,torch.profiler,small_c256
121,256,335.05699999999433,0,fp32,,train_step,small,aten::_reshape_alias,3122.873046875,3312.0,,ok,torch.profiler,small_c256
327,256,9744.265000000087,22907.22899999996,fp32,,train_step,small,aten::bmm,3122.873046875,3312.0,,ok,torch.profiler,small_c256
208,256,1062.7170000000442,0,fp32,,train_step,small,cudaMemsetAsync,3122.873046875,3312.0,,ok,torch.profiler,small_c256
208,256,0,80.63700000002336,fp32,,train_step,small,Memset (Device),3122.873046875,3312.0,,ok,torch.profiler,small_c256
85,256,0,7313.794,fp32,,train_step,small,ampere_sgemm_128x64_tn,3122.873046875,3312.0,,ok,torch.profiler,small_c256
48,256,514.8840000000059,0,fp32,,train_step,small,aten::unbind,3122.873046875,3312.0,,ok,torch.profiler,small_c256
96,256,320.17499999998654,0,fp32,,train_step,small,aten::select,3122.873046875,3312.0,,ok,torch.profiler,small_c256
24,256,47.425000000005184,0,fp32,,train_step,small,aten::alias,3122.873046875,3312.0,,ok,torch.profiler,small_c256
36,256,585.7079999999901,146.84600000001456,fp32,,train_step,small,aten::sub,3122.873046875,3312.0,,ok,torch.profiler,small_c256
229,256,0,938.7520000000322,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
24,256,517.0779999999959,124.86000000000149,fp32,,train_step,small,aten::concat,3122.873046875,3312.0,,ok,torch.profiler,small_c256
48,256,857.7160000000113,232.38200000000597,fp32,,train_step,small,aten::cat,3122.873046875,3312.0,,ok,torch.profiler,small_c256
36,256,0,196.66900000000987,fp32,,train_step,small,"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
26,256,499.08799999999064,24.125999999982014,fp32,,train_step,small,aten::arange,3122.873046875,3312.0,,ok,torch.profiler,small_c256
173,256,824.4120000000407,0,fp32,,train_step,small,aten::empty,3122.873046875,3312.0,,ok,torch.profiler,small_c256
37,256,131.27499999999964,0,fp32,,train_step,small,aten::resize_,3122.873046875,3312.0,,ok,torch.profiler,small_c256
13,256,0,12.062999999991007,fp32,,train_step,small,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,214.9409999999989,26.07999999999629,fp32,,train_step,small,aten::ge,3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,0,26.07999999999629,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1})",3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,1864.674000000001,355.0359999999987,fp32,,train_step,small,attention/scores,3122.873046875,3312.0,attention/scores,ok,torch.profiler,small_c256
242,256,997.00699999993,0,fp32,,train_step,small,aten::transpose,3122.873046875,3312.0,,ok,torch.profiler,small_c256
24,256,2107.495999999998,570.6210000000087,fp32,,train_step,small,aten::matmul,3122.873046875,3312.0,,ok,torch.profiler,small_c256
87,256,520.6319999999914,0,fp32,,train_step,small,aten::expand,3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,0,641.7269999999976,fp32,,train_step,small,attention/scores,3122.873046875,3312.0,attention/scores,ok,torch.profiler,small_c256
24,256,0,403.83799999998564,fp32,,train_step,small,ampere_sgemm_128x128_tn,3122.873046875,3312.0,,ok,torch.profiler,small_c256
120,256,213.1329999999848,0,fp32,,train_step,small,aten::_unsafe_view,3122.873046875,3312.0,,ok,torch.profiler,small_c256
98,256,1683.145000000085,944.6369999999497,fp32,,train_step,small,aten::div,3122.873046875,3312.0,,ok,torch.profiler,small_c256
24,256,0,251.48499999998785,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,1087.9210000000053,122.30399999999645,fp32,,train_step,small,attention/mask,3122.873046875,3312.0,,ok,torch.profiler,small_c256
48,256,1882.7019999999734,457.2799999999902,fp32,,train_step,small,aten::where,3122.873046875,3312.0,,ok,torch.profiler,small_c256
24,256,509.592999999998,21.890000000008058,fp32,,train_step,small,aten::scalar_tensor,3122.873046875,3312.0,,ok,torch.profiler,small_c256
38,256,434.9139999999875,109.34600000001365,fp32,,train_step,small,aten::fill_,3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,0,482.5279999999925,fp32,,train_step,small,attention/mask,3122.873046875,3312.0,,ok,torch.profiler,small_c256
38,256,0,109.34600000001365,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
24,256,0,217.69499999999107,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,1815.1119999999955,496.3819999999896,fp32,,train_step,small,attention/softmax,3122.873046875,3312.0,attention/softmax,ok,torch.profiler,small_c256
12,256,380.7079999999942,112.00099999999475,fp32,,train_step,small,aten::max,3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,0,1223.038999999997,fp32,,train_step,small,attention/softmax,3122.873046875,3312.0,attention/softmax,ok,torch.profiler,small_c256
12,256,0,112.00099999999475,fp32,,train_step,small,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
24,256,0,192.31999999999243,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,188.07100000000173,96.89599999999882,fp32,,train_step,small,aten::exp,3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,0,96.89599999999882,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
86,256,1661.2070000000012,451.1029999999655,fp32,,train_step,small,aten::sum,3122.873046875,3312.0,,ok,torch.profiler,small_c256
61,256,0,291.1999999999598,fp32,,train_step,small,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
48,256,0,600.0639999999657,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,1609.111000000009,380.54400000000714,fp32,,train_step,small,attention/value,3122.873046875,3312.0,attention/value,ok,torch.profiler,small_c256
96,256,2280.1810000000905,404.1560000000027,fp32,,train_step,small,aten::clone,3122.873046875,3312.0,,ok,torch.profiler,small_c256
99,256,677.9599999999591,0,fp32,,train_step,small,aten::empty_like,3122.873046875,3312.0,,ok,torch.profiler,small_c256
207,256,3217.8009999999895,2305.6859999999942,fp32,,train_step,small,aten::copy_,3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,0,738.3370000000023,fp32,,train_step,small,attention/value,3122.873046875,3312.0,attention/value,ok,torch.profiler,small_c256
181,256,0,2170.229999999996,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",3122.873046875,3312.0,,ok,torch.profiler,small_c256
24,256,0,596.7999999999893,fp32,,train_step,small,ampere_sgemm_128x128_nn,3122.873046875,3312.0,,ok,torch.profiler,small_c256
73,256,100.78200000001107,0,fp32,,train_step,small,cudaOccupancyMaxActiveBlocksPerMultiprocessor,3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,265.8479999999954,188.64100000000053,fp32,,train_step,small,aten::sigmoid,3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,0,188.64100000000053,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
197,256,0,2238.559999999995,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
36,256,0,258.52500000003147,fp32,,train_step,small,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float const*, float const*, float const*, float const*)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
1,256,110.07999999999447,63.36000000000786,fp32,,train_step,small,loss,3122.873046875,3312.0,,ok,torch.profiler,small_c256
1,256,36.53199999999924,50.59200000000419,fp32,,train_step,small,aten::square,3122.873046875,3312.0,,ok,torch.profiler,small_c256
1,256,54148.078,1.1519999999945867,fp32,,train_step,small,backward,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
1,256,36.6140000000014,1.1519999999945867,fp32,,train_step,small,aten::ones_like,3122.873046875,3312.0,,ok,torch.profiler,small_c256
197,256,863.3259999999354,0,fp32,,train_step,small,aten::empty_strided,3122.873046875,3312.0,,ok,torch.profiler,small_c256
1,256,0,65.27999999999884,fp32,,train_step,small,loss,3122.873046875,3312.0,,ok,torch.profiler,small_c256
1,256,0,1.1519999999945867,fp32,,train_step,small,backward,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
1,256,105.98099999999977,20.608000000000175,fp32,,train_step,small,autograd::engine::evaluate_function: MeanBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
1,256,76.87099999999919,20.608000000000175,fp32,,train_step,small,MeanBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
26,256,0,93.0879999999961,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",3122.873046875,3312.0,,ok,torch.profiler,small_c256
26,256,2072.777000000002,509.27600000001985,fp32,,train_step,small,autograd::engine::evaluate_function: PowBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
26,256,1525.855999999978,430.84500000003027,fp32,,train_step,small,PowBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
26,256,302.1849999999904,0,fp32,,train_step,small,cudaMemcpyAsync,3122.873046875,3312.0,,ok,torch.profiler,small_c256
26,256,0,135.4559999999983,fp32,,train_step,small,Memcpy DtoD (Device -> Device),3122.873046875,3312.0,,ok,torch.profiler,small_c256
315,256,3470.0030000001134,155.16699999997945,fp32,,train_step,small,autograd::engine::evaluate_function: ViewBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
315,256,2196.314999999995,155.16699999997945,fp32,,train_step,small,ViewBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
51,256,0,137.34199999998236,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
497,256,4575.023999999983,0,fp32,,train_step,small,autograd::engine::evaluate_function: PermuteBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
497,256,2574.0110000001077,0,fp32,,train_step,small,PermuteBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
109,256,8298.07800000003,14993.279999999948,fp32,,train_step,small,autograd::engine::evaluate_function: BmmBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
109,256,7366.64899999999,14993.279999999948,fp32,,train_step,small,BmmBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
50,256,27.36500000000524,0,fp32,,train_step,small,cudaDeviceGetAttribute,3122.873046875,3312.0,,ok,torch.profiler,small_c256
50,256,291.3810000000158,0,fp32,,train_step,small,cuLaunchKernel,3122.873046875,3312.0,,ok,torch.profiler,small_c256
121,256,1746.6880000000601,76.70199999999022,fp32,,train_step,small,autograd::engine::evaluate_function: ReshapeAliasBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
121,256,1163.7289999999557,76.70199999999022,fp32,,train_step,small,ReshapeAliasBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
37,256,0,4993.505000000019,fp32,,train_step,small,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(cutlass_80_simt_sgemm_128x256_8x4_nt_align1::Params),3122.873046875,3312.0,,ok,torch.profiler,small_c256
255,256,2785.3020000000106,160.89600000000064,fp32,,train_step,small,autograd::engine::evaluate_function: UnsqueezeBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
255,256,1100.713999999949,0,fp32,,train_step,small,UnsqueezeBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
255,256,841.1940000000322,0,fp32,,train_step,small,aten::squeeze,3122.873046875,3312.0,,ok,torch.profiler,small_c256
111,256,3144.8910000000687,1766.0739999999932,fp32,,train_step,small,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,3122.873046875,3312.0,,ok,torch.profiler,small_c256
111,256,2749.8339999999225,1766.0739999999932,fp32,,train_step,small,torch::autograd::AccumulateGrad,3122.873046875,3312.0,,ok,torch.profiler,small_c256
85,256,651.6530000000057,0,fp32,,train_step,small,aten::new_empty_strided,3122.873046875,3312.0,,ok,torch.profiler,small_c256
170,256,7069.749999999993,2395.456000000071,fp32,,train_step,small,autograd::engine::evaluate_function: MulBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
170,256,3789.61699999994,1953.4740000000966,fp32,,train_step,small,MulBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
26,256,68.85299999998824,0,fp32,,train_step,small,aten::detach,3122.873046875,3312.0,,ok,torch.profiler,small_c256
26,256,47.743000000016764,0,fp32,,train_step,small,detach,3122.873046875,3312.0,,ok,torch.profiler,small_c256
13,256,0,1662.6559999999736,fp32,,train_step,small,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(cutlass_80_simt_sgemm_256x128_8x4_nn_align1::Params),3122.873046875,3312.0,,ok,torch.profiler,small_c256
25,256,1465.7350000000224,77.17799999983981,fp32,,train_step,small,autograd::engine::evaluate_function: RsqrtBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
25,256,1326.3729999999705,77.17799999983981,fp32,,train_step,small,RsqrtBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
73,256,355.862999999983,0,fp32,,train_step,small,autograd::engine::evaluate_function: AddBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
73,256,59.925000000046566,0,fp32,,train_step,small,AddBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
25,256,812.7540000000008,72.47999999999593,fp32,,train_step,small,autograd::engine::evaluate_function: MeanBackward1,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
25,256,691.224000000002,72.47999999999593,fp32,,train_step,small,MeanBackward1,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
256,256,1586.0980000000054,651.4549999999872,fp32,,train_step,small,aten::add_,3122.873046875,3312.0,,ok,torch.profiler,small_c256
25,256,0,149.72699999999168,fp32,,train_step,small,"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
25,256,0,25.467999999935273,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul>)",3122.873046875,3312.0,,ok,torch.profiler,small_c256
12,256,433.3559999999634,247.61699999995471,fp32,,train_step,small,autograd::engine::evaluate_function: SigmoidBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
12,256,201.43099999999686,122.91199999996752,fp32,,train_step,small,SigmoidBackward0,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
12,256,163.10399999997753,122.91199999996752,fp32,,train_step,small,aten::sigmoid_backward,3122.873046875,3312.0,backward,ok,torch.profiler,small_c256
72,256,0,4943.2989999999845,fp32,,train_step,small,ampere_sgemm_128x64_nn,3122.873046875,3312.0,,ok,torch.profiler,small_c256
