calls,context_length,cpu_total_us,cuda_total_us,dtype,error,mode,model_size,op_or_kernel,peak_allocated_mib,peak_reserved_mib,stage,status,tool,trace_name
96,512,2181.7599999999584,662.4630000000479,fp32,,train_step,small,aten::clone,5222.556640625,5414.0,,ok,torch.profiler,small_c512
99,512,659.0380000000055,0,fp32,,train_step,small,aten::empty_like,5222.556640625,5414.0,,ok,torch.profiler,small_c512
48,512,0,4363.104999999943,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",5222.556640625,5414.0,,ok,torch.profiler,small_c512
207,512,3053.506000000075,2732.573000000012,fp32,,train_step,small,aten::copy_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
12,512,0,1207.8719999999998,fp32,,train_step,small,attention/value,5222.556640625,5414.0,attention/value,ok,torch.profiler,small_c512
181,512,0,2445.2120000000223,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",5222.556640625,5414.0,,ok,torch.profiler,small_c512
24,512,0,2016.8980000000056,fp32,,train_step,small,ampere_sgemm_128x128_nn,5222.556640625,5414.0,,ok,torch.profiler,small_c512
183,512,899.365999999949,0,fp32,,train_step,small,cudaMemsetAsync,5222.556640625,5414.0,,ok,torch.profiler,small_c512
183,512,0,184.97999999992044,fp32,,train_step,small,Memset (Device),5222.556640625,5414.0,,ok,torch.profiler,small_c512
12,512,237.12700000000223,451.7759999999971,fp32,,train_step,small,aten::sigmoid,5222.556640625,5414.0,,ok,torch.profiler,small_c512
12,512,0,451.7759999999971,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
197,512,0,8503.553000000047,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,103.58599999999933,231.8709999999919,fp32,,train_step,small,loss,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,32.13600000000224,153.18299999999726,fp32,,train_step,small,aten::square,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,51408.94200000001,1.184000000001106,fp32,,train_step,small,backward,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
1,512,28.86399999999776,1.184000000001106,fp32,,train_step,small,aten::ones_like,5222.556640625,5414.0,,ok,torch.profiler,small_c512
197,512,866.3500000000931,0,fp32,,train_step,small,aten::empty_strided,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,79.6130000000012,57.632000000005064,fp32,,train_step,small,autograd::engine::evaluate_function: MeanBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
1,512,61.266999999999825,57.632000000005064,fp32,,train_step,small,MeanBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
26,512,1988.9969999999848,1113.4429999999484,fp32,,train_step,small,autograd::engine::evaluate_function: PowBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
26,512,1460.9409999999916,970.4979999999705,fp32,,train_step,small,PowBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
26,512,288.4259999999813,0,fp32,,train_step,small,cudaMemcpyAsync,5222.556640625,5414.0,,ok,torch.profiler,small_c512
315,512,3146.7299999999886,226.43200000003708,fp32,,train_step,small,autograd::engine::evaluate_function: ViewBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
315,512,1962.7769999999,226.43200000003708,fp32,,train_step,small,ViewBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
497,512,4253.519999999808,0,fp32,,train_step,small,autograd::engine::evaluate_function: PermuteBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
497,512,2391.0950000000485,0,fp32,,train_step,small,PermuteBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
109,512,7842.831000000038,27915.53699999999,fp32,,train_step,small,autograd::engine::evaluate_function: BmmBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
109,512,6974.640000000054,27915.53699999999,fp32,,train_step,small,BmmBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
50,512,25.35399999999572,0,fp32,,train_step,small,cudaDeviceGetAttribute,5222.556640625,5414.0,,ok,torch.profiler,small_c512
50,512,266.9720000000016,0,fp32,,train_step,small,cuLaunchKernel,5222.556640625,5414.0,,ok,torch.profiler,small_c512
121,512,1713.1000000000931,116.76900000000751,fp32,,train_step,small,autograd::engine::evaluate_function: ReshapeAliasBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
121,512,1141.831000000042,116.76900000000751,fp32,,train_step,small,ReshapeAliasBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
1,512,0,234.59199999999691,fp32,,train_step,small,loss,5222.556640625,5414.0,,ok,torch.profiler,small_c512
255,512,2608.168000000056,364.4449999999779,fp32,,train_step,small,autograd::engine::evaluate_function: UnsqueezeBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
255,512,1024.7089999999953,0,fp32,,train_step,small,UnsqueezeBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
255,512,772.2269999999917,0,fp32,,train_step,small,aten::squeeze,5222.556640625,5414.0,,ok,torch.profiler,small_c512
111,512,2984.1310000000303,1782.7489999999743,fp32,,train_step,small,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,5222.556640625,5414.0,,ok,torch.profiler,small_c512
111,512,2593.479000000021,1782.7489999999743,fp32,,train_step,small,torch::autograd::AccumulateGrad,5222.556640625,5414.0,,ok,torch.profiler,small_c512
85,512,643.3939999999639,0,fp32,,train_step,small,aten::new_empty_strided,5222.556640625,5414.0,,ok,torch.profiler,small_c512
170,512,6837.769000000044,5171.016000000185,fp32,,train_step,small,autograd::engine::evaluate_function: MulBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
170,512,3653.229000000043,4482.720000000139,fp32,,train_step,small,MulBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
26,512,57.067000000024564,0,fp32,,train_step,small,aten::detach,5222.556640625,5414.0,,ok,torch.profiler,small_c512
26,512,35.17400000001362,0,fp32,,train_step,small,detach,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,0,1.184000000001106,fp32,,train_step,small,backward,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
26,512,0,167.1060000000507,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",5222.556640625,5414.0,,ok,torch.profiler,small_c512
26,512,0,287.3609999999899,fp32,,train_step,small,Memcpy DtoD (Device -> Device),5222.556640625,5414.0,,ok,torch.profiler,small_c512
25,512,1376.7580000000235,77.56900000006863,fp32,,train_step,small,autograd::engine::evaluate_function: RsqrtBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
25,512,1243.7850000000035,77.56900000006863,fp32,,train_step,small,RsqrtBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
73,512,348.05499999997846,0,fp32,,train_step,small,autograd::engine::evaluate_function: AddBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
73,512,56.90799999994488,0,fp32,,train_step,small,AddBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
25,512,819.4710000000196,109.47400000004563,fp32,,train_step,small,autograd::engine::evaluate_function: MeanBackward1,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
25,512,704.25900000002,109.47400000004563,fp32,,train_step,small,MeanBackward1,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
51,512,0,307.4910000000091,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
256,512,1525.402999999962,3312.962000000014,fp32,,train_step,small,aten::add_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,0,580.4160000000047,fp32,,train_step,small,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(cutlass_80_simt_sgemm_128x256_8x4_nt_align1::Params),5222.556640625,5414.0,,ok,torch.profiler,small_c512
12,512,423.612000000001,1382.558000000019,fp32,,train_step,small,autograd::engine::evaluate_function: SigmoidBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,193.52900000000227,932.0620000000054,fp32,,train_step,small,SigmoidBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,153.73399999999674,932.0620000000054,fp32,,train_step,small,aten::sigmoid_backward,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
13,512,0,3286.5259999999907,fp32,,train_step,small,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(cutlass_80_simt_sgemm_256x128_8x4_nn_align1::Params),5222.556640625,5414.0,,ok,torch.profiler,small_c512
48,512,744.954000000027,63.93500000000495,fp32,,train_step,small,autograd::engine::evaluate_function: UnsafeViewBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
48,512,552.025000000016,63.93500000000495,fp32,,train_step,small,UnsafeViewBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
24,512,87.34799999999814,0,fp32,,train_step,small,autograd::engine::evaluate_function: CloneBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
24,512,8.433000000026368,0,fp32,,train_step,small,CloneBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
25,512,0,193.82400000002963,fp32,,train_step,small,"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
25,512,0,25.569000000017695,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul>)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
48,512,179.1310000000376,0,fp32,,train_step,small,autograd::engine::evaluate_function: ExpandBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
48,512,22.401000000048953,0,fp32,,train_step,small,ExpandBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
36,512,0,7179.743000000002,fp32,,train_step,small,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nt_align1>(cutlass_80_simt_sgemm_256x128_8x4_nt_align1::Params),5222.556640625,5414.0,,ok,torch.profiler,small_c512
24,512,1448.003999999979,8407.425999999978,fp32,,train_step,small,autograd::engine::evaluate_function: DivBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
24,512,1061.9420000000246,7498.303999999967,fp32,,train_step,small,DivBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
48,512,613.4379999999583,2220.9620000000286,fp32,,train_step,small,aten::neg,5222.556640625,5414.0,,ok,torch.profiler,small_c512
12,512,327.1249999999927,928.8319999999949,fp32,,train_step,small,autograd::engine::evaluate_function: SumBackward1,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,82.02900000001682,0,fp32,,train_step,small,SumBackward1,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,243.74099999999453,1563.8090000000084,fp32,,train_step,small,autograd::engine::evaluate_function: ExpBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,180.79699999999139,1563.8090000000084,fp32,,train_step,small,ExpBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
36,512,893.4839999999531,1182.8810000000667,fp32,,train_step,small,autograd::engine::evaluate_function: SubBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
36,512,529.0050000000265,1001.6960000000254,fp32,,train_step,small,SubBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,783.2470000000103,1701.8199999999852,fp32,,train_step,small,autograd::engine::evaluate_function: MaxBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,540.1009999999878,353.5649999999732,fp32,,train_step,small,MaxBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,502.53299999998853,353.5649999999732,fp32,,train_step,small,aten::value_selecting_reduction_backward,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,239.37699999997858,271.7729999999938,fp32,,train_step,small,aten::zeros,5222.556640625,5414.0,,ok,torch.profiler,small_c512
13,512,161.7290000000212,285.85399999999936,fp32,,train_step,small,aten::zero_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
12,512,222.56999999999243,81.79199999997945,fp32,,train_step,small,aten::scatter_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
12,512,631.389999999963,772.7660000000105,fp32,,train_step,small,autograd::engine::evaluate_function: WhereBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,547.391999999978,772.7660000000105,fp32,,train_step,small,WhereBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,101.18499999998312,0,fp32,,train_step,small,autograd::engine::evaluate_function: TransposeBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
12,512,56.72400000002381,0,fp32,,train_step,small,TransposeBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
24,512,438.7300000000105,0,fp32,,train_step,small,autograd::engine::evaluate_function: CatBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
24,512,329.0310000000245,0,fp32,,train_step,small,CatBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
48,512,269.90200000003824,0,fp32,,train_step,small,aten::narrow,5222.556640625,5414.0,,ok,torch.profiler,small_c512
48,512,194.4939999999624,0,fp32,,train_step,small,aten::slice,5222.556640625,5414.0,,ok,torch.profiler,small_c512
24,512,693.9169999999867,166.20899999997346,fp32,,train_step,small,autograd::engine::evaluate_function: UnbindBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
24,512,566.8800000000483,166.20899999997346,fp32,,train_step,small,UnbindBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
24,512,517.6009999999806,166.20899999997346,fp32,,train_step,small,aten::stack,5222.556640625,5414.0,,ok,torch.profiler,small_c512
72,512,0,8748.511000000057,fp32,,train_step,small,ampere_sgemm_128x64_nn,5222.556640625,5414.0,,ok,torch.profiler,small_c512
12,512,0,932.0620000000054,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
48,512,0,4392.478999999999,fp32,,train_step,small,ampere_sgemm_128x32_nt,5222.556640625,5414.0,,ok,torch.profiler,small_c512
24,512,0,1991.5190000000148,fp32,,train_step,small,ampere_sgemm_128x128_nt,5222.556640625,5414.0,,ok,torch.profiler,small_c512
24,512,0,2088.4170000000013,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
12,512,0,81.79199999997945,fp32,,train_step,small,"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",5222.556640625,5414.0,,ok,torch.profiler,small_c512
24,512,0,132.54500000002736,fp32,,train_step,small,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",5222.556640625,5414.0,,ok,torch.profiler,small_c512
12,512,0,55.168999999987136,fp32,,train_step,small,"void at::native::(anonymous namespace)::CatArrayBatchedCopy_vectorized<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 1, 128, 1, 16, 4>(char*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,178.13799999999173,32.354999999995925,fp32,,train_step,small,autograd::engine::evaluate_function: IndexBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
1,512,169.47500000000582,32.354999999995925,fp32,,train_step,small,IndexBackward0,5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
1,512,21.148000000001048,14.081000000005588,fp32,,train_step,small,aten::new_zeros,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,6.38399999999092,0,fp32,,train_step,small,aten::new_empty,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,137.46899999999732,18.273999999990338,fp32,,train_step,small,aten::_index_put_impl_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,19.04800000000978,2.36699999999837,fp32,,train_step,small,aten::remainder,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,20.356999999989057,1.6330000000016298,fp32,,train_step,small,aten::divide_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,16.898000000001048,1.6330000000016298,fp32,,train_step,small,aten::div_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
2,512,0.17699999999604188,0,fp32,,train_step,small,cudaPeekAtLastError,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,2771.7750000000087,11173.506999999983,fp32,,train_step,small,optimizer,5222.556640625,5414.0,optimizer,ok,torch.profiler,small_c512
1,512,2739.5080000000016,11173.506999999983,fp32,,train_step,small,Optimizer.step#AdamW.step,5222.556640625,5414.0,optimizer,ok,torch.profiler,small_c512
1,512,1.7030000000086147,0,fp32,,train_step,small,cudaStreamIsCapturing,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,0.46000000000640284,0,fp32,,train_step,small,aten::lift_fresh,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,1.8300000000017462,0,fp32,,train_step,small,aten::detach_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,0.7909999999974389,0,fp32,,train_step,small,detach_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
2,512,218.74300000001676,1129.9519999999902,fp32,,train_step,small,aten::_foreach_add_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
2,512,132.69499999999243,2258.688999999955,fp32,,train_step,small,aten::_foreach_mul_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,67.09799999999814,1663.455999999991,fp32,,train_step,small,aten::_foreach_lerp_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,71.81699999999546,1663.0720000000292,fp32,,train_step,small,aten::_foreach_addcmul_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
222,512,265.65999999998894,0,fp32,,train_step,small,aten::item,5222.556640625,5414.0,,ok,torch.profiler,small_c512
222,512,56.80900000009569,0,fp32,,train_step,small,aten::_local_scalar_dense,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,593.5639999999985,1131.040999999983,fp32,,train_step,small,aten::_foreach_sqrt,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,59.744000000006054,1127.777000000031,fp32,,train_step,small,aten::_foreach_div_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,80.63400000000547,2199.520000000004,fp32,,train_step,small,aten::_foreach_addcdiv_,5222.556640625,5414.0,,ok,torch.profiler,small_c512
2,512,11998.879,0,fp32,,train_step,small,cudaDeviceSynchronize,5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,0,2.36699999999837,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<2, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,0,1.1529999999911524,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<2, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul>)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,0,1.6330000000016298,fp32,,train_step,small,"void at::native::vectorized_elementwise_kernel<2, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}>, std::array<char*, 2ul>)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,0,5.855999999999767,fp32,,train_step,small,"void at_cuda_detail::cub::DeviceRadixSortSingleTileKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy900, false, long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long, at_cuda_detail::cub::detail::identity_decomposer_t>(long const*, long*, at::cuda::cub::detail::OpaqueType<8> const*, at::cuda::cub::detail::OpaqueType<8>*, unsigned long long, int, int, at_cuda_detail::cub::detail::identity_decomposer_t)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
1,512,0,6.400999999998021,fp32,,train_step,small,"void (anonymous namespace)::indexing_backward_kernel<float, 4>(long const*, long const*, float const*, float*, long, long, long, long, bool)",5222.556640625,5414.0,backward,ok,torch.profiler,small_c512
1,512,0,11208.962,fp32,,train_step,small,Optimizer.step#AdamW.step,5222.556640625,5414.0,optimizer,ok,torch.profiler,small_c512
14,512,0,2258.688999999955,fp32,,train_step,small,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
7,512,0,1663.455999999991,fp32,,train_step,small,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
7,512,0,1663.0720000000292,fp32,,train_step,small,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float)",5222.556640625,5414.0,,ok,torch.profiler,small_c512
