config_id,model_size,num_layers,context_length,batch_size,dtype,checkpoint_block_size,nested,warmup_steps,measurement_steps,step_time_ms_samples,step_time_ms_p50,peak_allocated_mib,peak_reserved_mib,status,error
medium-ctx1024-baseline-bf16,medium,24,1024,1,bf16,,False,3,5,"[147.25798089057207,141.56788401305676,143.52586306631565,141.76524709910154,141.5609335526824]",141.76524709910154,10064.7197265625,10172.0,success,
medium-ctx1024-block1-bf16,medium,24,1024,1,bf16,1,False,3,5,"[384.3610417097807,221.95590380579233,215.13908728957176,212.13309559971094,216.5464051067829]",216.5464051067829,8116.53564453125,8170.0,success,
medium-ctx1024-block2-bf16,medium,24,1024,1,bf16,2,False,3,5,"[208.10882840305567,322.38209806382656,208.21101777255535,207.76169374585152,206.32105134427547]",208.10882840305567,8117.47314453125,8202.0,success,
medium-ctx1024-block4-bf16,medium,24,1024,1,bf16,4,False,3,5,"[201.13153662532568,202.54093036055565,339.9473996832967,197.84842804074287,202.17989664524794]",202.17989664524794,8117.47314453125,8220.0,success,
medium-ctx1024-block8-bf16,medium,24,1024,1,bf16,8,False,3,5,"[190.1364792138338,306.99909944087267,191.9937189668417,191.98249280452728,209.65899992734194]",191.9937189668417,8117.47314453125,8178.0,success,
medium-ctx2048-baseline-bf16,medium,24,2048,1,bf16,,False,3,5,"[385.5592077597976,385.4313846677542,385.62602549791336,385.634439997375,385.7127809897065]",385.62602549791336,19664.3876953125,20240.0,success,
medium-ctx2048-block1-bf16,medium,24,2048,1,bf16,1,False,3,5,"[585.5903932824731,492.1577777713537,492.9346665740013,491.51305947452784,492.1846119686961]",492.1846119686961,8136.80126953125,9690.0,success,
