config_id,model_size,num_layers,context_length,batch_size,dtype,checkpoint_block_size,nested,warmup_steps,measurement_steps,step_time_ms_samples,step_time_ms_p50,peak_allocated_mib,peak_reserved_mib,status
0,medium,24,1024,1,autocast,-,-,3,5,"207.92723083496094,209.7960968017578,207.94674682617188,206.89817810058594,207.35548400878906",207.92723083496094,10132.59521484375,10264.0,success
1,medium,24,1024,1,autocast,1,No,3,5,"320.6297607421875,326.866943359375,320.9953308105469,321.3936767578125,327.3677673339844",321.3936767578125,6886.22021484375,7058.0,success
2,medium,24,1024,1,autocast,2,No,3,5,"314.48779296875,320.52325439453125,315.694091796875,315.8609924316406,316.0545349121094",315.8609924316406,7026.34521484375,7178.0,success
3,medium,24,1024,1,autocast,4,No,3,5,"297.3153381347656,301.8966979980469,297.4341125488281,296.6937561035156,297.7740783691406",297.4341125488281,7304.72021484375,7440.0,success
4,medium,24,1024,1,autocast,8,No,3,5,"282.8595275878906,289.46533203125,284.1147766113281,280.5350341796875,282.7099304199219",282.8595275878906,7862.40771484375,7958.0,success
5,medium,24,2048,1,autocast,-,-,3,5,-,-,-,-,oom
6,medium,24,2048,1,autocast,1,No,3,5,"487.87762451171875,487.5275573730469,487.9400939941406,487.7055969238281,488.2391052246094",487.87762451171875,8104.61474609375,8634.0,success
