config_id,benchmark_type,implementation,model_size,sequence_length,head_dim,batch_size,dtype,is_causal,compile_backend,compile_dynamic,compile_fullgraph,forward_cold_start_ms,backward_cold_start_ms,total_cold_start_ms,forward_ms_p20,forward_ms_p50,forward_ms_p80,backward_ms_p20,backward_ms_p50,backward_ms_p80,forward_backward_ms_p20,forward_backward_ms_p50,forward_backward_ms_p80,training_step_ms_p20,training_step_ms_p50,training_step_ms_p80,warmup,measurement,measurement_unit,timer,graph_break_count,unique_graph_count,peak_allocated_mib,peak_reserved_mib,status,error
attention_eager_s512_d64,attention,eager,,512,64,1,bfloat16,True,,,,,,,0.03481600061058998,0.03488000109791756,0.035840000957250595,0.18040319979190828,0.18329599499702454,0.18949119746685028,0.45052159428596494,0.45875200629234314,0.4710400104522705,,,,100,300,milliseconds,triton.testing.do_bench,0,0,19.8798828125,26.0,success,
attention_compiled_s512_d64,attention,compiled,,512,64,1,bfloat16,True,inductor,False,True,27411.620787344873,504.4111665338278,27916.0319538787,0.0144640002399683,0.015359999611973763,0.015615999698638916,0.03174399957060814,0.031968001276254654,0.03276799991726875,0.25302399396896363,0.2682879865169525,0.3584511876106262,,,,100,300,milliseconds,triton.testing.do_bench,0,1,18.3818359375,24.0,success,
attention_eager_s2048_d128,attention,eager,,2048,128,1,bfloat16,True,,,,,,,0.10444799810647964,0.10550399869680405,0.10956799983978271,0.19763199985027313,0.24063999950885773,0.25600001215934753,0.49187840819358825,0.5714880228042603,0.5877760052680969,,,,100,300,milliseconds,triton.testing.do_bench,0,0,71.26953125,86.0,success,
attention_compiled_s2048_d128,attention,compiled,,2048,128,1,bfloat16,True,inductor,False,True,2817.308586090803,667.0912578701973,3484.3998439610004,0.04505600035190582,0.04710400104522705,0.047168001532554626,0.10035199671983719,0.1013759970664978,0.10140159726142883,0.24883200228214264,0.26124800741672516,0.2805759906768799,,,,100,300,milliseconds,triton.testing.do_bench,0,1,47.27734375,66.0,success,
attention_eager_s8192_d128,attention,eager,,8192,128,1,bfloat16,True,,,,,,,2.2128639221191406,2.214911937713623,2.219007968902588,4.873625659942627,4.876528024673462,4.878335952758789,7.0215678215026855,7.023615837097168,7.026688098907471,,,,100,300,milliseconds,triton.testing.do_bench,0,0,860.328125,982.0,success,
attention_compiled_s8192_d128,attention,compiled,,8192,128,1,bfloat16,True,inductor,False,True,3268.7277384102345,634.6097765490413,3903.3375149592757,0.7096959948539734,0.711679995059967,0.7137280106544495,1.9374079704284668,1.9391679763793945,1.9415040016174316,2.5968639850616455,2.598912000656128,2.6019840240478516,,,,100,300,milliseconds,triton.testing.do_bench,0,1,476.359375,542.0,success,
model_eager_s512_d64,model,eager,small,512,64,1,bf16_autocast_fp32_params,True,,,,,,,16.89315872192383,17.10848045349121,18.020556259155274,28.546611785888672,28.68115234375,28.884389877319336,46.734745025634766,48.22016143798828,49.71210250854492,58.744320678710935,59.17337608337402,59.61482162475586,5,10,steps,torch.cuda.Event,0,0,2523.14013671875,2822.0,success,
model_compiled_s512_d64,model,compiled,small,512,64,1,bf16_autocast_fp32_params,True,inductor,False,False,26419.312466867268,9671.029906719923,36090.34237358719,5.0849535942077635,5.1353759765625,5.307142448425293,7.471180629730225,7.529423952102661,7.589497756958008,13.242777633666993,13.342351913452148,13.487718391418458,26.26944046020508,26.295296669006348,26.5970947265625,5,10,steps,torch.cuda.Event,0,1,2491.90576171875,2774.0,success,
