config_id,model_size,num_layers,context_length,batch_size,dtype,checkpoint_block_size,nested,warmup_steps,measurement_steps,step_time_ms_samples,step_time_ms_p50,peak_allocated_mib,peak_reserved_mib,status
medium_ctx1024_blocknone,medium,24,1024,1,bf16_autocast_fp32_params,,False,3,5,"[141.30892944335938, 140.78054809570312, 140.92828369140625, 140.2274627685547, 139.65618896484375]",140.78054809570312,10046.1259765625,10204.0,success
medium_ctx1024_block1,medium,24,1024,1,bf16_autocast_fp32_params,1,False,3,5,"[209.08543395996094, 212.7923126220703, 298.2707214355469, 209.17657470703125, 209.99781799316406]",209.99781799316406,8096.53564453125,8162.0,success
medium_ctx1024_block2,medium,24,1024,1,bf16_autocast_fp32_params,2,False,3,5,"[198.0252227783203, 196.70909118652344, 282.17547607421875, 197.77008056640625, 197.5377960205078]",197.77008056640625,8096.53564453125,8166.0,success
medium_ctx1024_block4,medium,24,1024,1,bf16_autocast_fp32_params,4,False,3,5,"[191.70816040039062, 193.96505737304688, 297.97479248046875, 191.05062866210938, 190.1537322998047]",191.70816040039062,8096.53564453125,8152.0,success
medium_ctx1024_block8,medium,24,1024,1,bf16_autocast_fp32_params,8,False,3,5,"[188.07513427734375, 281.1401672363281, 188.3873291015625, 188.8458251953125, 189.8209228515625]",188.8458251953125,8096.53564453125,8182.0,success
medium_ctx2048_blocknone,medium,24,2048,1,bf16_autocast_fp32_params,,False,3,5,"[388.76776123046875, 388.8486328125, 389.148681640625, 389.10260009765625, 389.0298767089844]",389.0298767089844,19623.6689453125,19936.0,success
medium_ctx2048_block1,medium,24,2048,1,bf16_autocast_fp32_params,1,False,3,5,"[495.6805114746094, 494.84698486328125, 584.7131958007812, 494.65753173828125, 494.77838134765625]",494.84698486328125,8094.92626953125,9398.0,success
