model_size,batch_size,context_length,dtype,tool,event_type,name,calls,cpu_total_us,cpu_self_us,cuda_total_us,cuda_self_us
medium,1,256,fp32,torch.profiler,range,forward,1,0.0,0.0,49899.621999999996,49899.621999999996
medium,1,256,fp32,torch.profiler,range,profile/measure,1,153293.78100000002,80.26199999998789,42750.5290000001,0.0
medium,1,256,fp32,torch.profiler,range,optimizer,1,7220.02800000002,95.3180000000284,36579.35100000011,0.0
medium,1,256,fp32,torch.profiler,range,attention/softmax,24,0.0,0.0,1468.2280000000064,1468.2280000000064
medium,1,256,fp32,torch.profiler,range,attention/scores,24,0.0,0.0,822.8189999999877,822.8189999999877
medium,1,256,fp32,torch.profiler,range,attention/value,24,0.0,0.0,138.97600000001103,138.97600000001103
medium,1,256,fp32,torch.profiler,range,backward,1,0.0,0.0,0.8320000000021537,0.8320000000021537
medium,1,256,fp32,torch.profiler,range,profile/warmup,1,443.911,97.57499999999999,0.0,0.0
medium,1,256,fp32,torch.profiler,cuda_kernel,Optimizer.step#AdamW.step,1,0.0,0.0,36686.19499999998,36686.19499999998
medium,1,256,fp32,torch.profiler,torch_op,Optimizer.step#AdamW.step,1,7116.152000000002,2280.2529999996477,36579.35100000011,0.0
medium,1,256,fp32,torch.profiler,torch_op,aten::bmm,651,15293.206999999773,10766.27799999951,12055.671999999977,12055.671999999977
medium,1,256,fp32,torch.profiler,torch_op,autograd::engine::evaluate_function: BmmBackward0,217,13888.233999999968,1460.6560000000536,7874.0610000000015,0.0
medium,1,256,fp32,torch.profiler,torch_op,BmmBackward0,217,12427.577999999914,1583.510999999955,7874.0610000000015,0.0
medium,1,256,fp32,torch.profiler,torch_op,aten::_foreach_mul_,2,769.1130000000121,467.5629999994708,7390.399000000063,7390.399000000063
medium,1,256,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float)",42,0.0,0.0,7390.399000000063,7390.399000000063
medium,1,256,fp32,torch.profiler,torch_op,aten::_foreach_addcdiv_,1,413.13100000002305,288.6540000002133,7177.502999999997,7177.502999999997
medium,1,256,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float>)",21,0.0,0.0,7177.502999999997,7177.502999999997
medium,1,256,fp32,torch.profiler,torch_op,aten::copy_,363,4072.5229999997264,1936.3679999994947,5989.300000000028,5989.300000000028
medium,1,256,fp32,torch.profiler,cuda_kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",313,0.0,0.0,5847.7990000000245,5847.7990000000245
medium,1,256,fp32,torch.profiler,torch_op,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,219,4722.335000000072,831.9900000001362,5568.154000000017,0.0
medium,1,256,fp32,torch.profiler,torch_op,torch::autograd::AccumulateGrad,219,3890.3449999999357,814.7200000001685,5568.154000000017,0.0
medium,1,256,fp32,torch.profiler,torch_op,aten::_foreach_lerp_,1,184.30899999997928,87.26999999998952,5452.533999999985,5452.533999999985
medium,1,256,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float)",21,0.0,0.0,5452.533999999985,5452.533999999985
medium,1,256,fp32,torch.profiler,torch_op,aten::_foreach_addcmul_,1,395.0220000000263,268.95000000006985,5448.052000000025,5448.052000000025
medium,1,256,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float)",21,0.0,0.0,5448.052000000025,5448.052000000025
medium,1,256,fp32,torch.profiler,torch_op,aten::einsum,169,15665.498000000001,3603.737000000244,3902.1219999999676,0.0
medium,1,256,fp32,torch.profiler,torch_op,aten::_foreach_sqrt,1,1349.5560000000114,424.3350000002538,3706.225000000064,3706.225000000064
medium,1,256,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float> >(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float>)",21,0.0,0.0,3706.225000000064,3706.225000000064
medium,1,256,fp32,torch.profiler,torch_op,aten::_foreach_div_,1,378.502999999997,253.8849999998056,3702.7030000000086,3702.7030000000086
medium,1,256,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float>)",21,0.0,0.0,3702.7030000000086,3702.7030000000086
medium,1,256,fp32,torch.profiler,torch_op,aten::_foreach_add_,2,771.0180000000109,454.4899999999325,3701.9349999999686,3701.9349999999686
medium,1,256,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float)",21,0.0,0.0,3701.9349999999686,3701.9349999999686
medium,1,256,fp32,torch.profiler,cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4>(cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4::Params),168,0.0,0.0,3305.7740000000485,3305.7740000000485
medium,1,256,fp32,torch.profiler,torch_op,aten::mul,1043,13035.264999999761,8151.727999999608,2848.0780000001846,2848.0780000001846
medium,1,256,fp32,torch.profiler,cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x256_16x3_nt_align4>(cutlass_80_tensorop_s1688gemm_128x256_16x3_nt_align4::Params),72,0.0,0.0,2462.3420000000915,2462.3420000000915
medium,1,256,fp32,torch.profiler,torch_op,autograd::engine::evaluate_function: MulBackward0,338,11820.096000000245,2683.6680000003544,2419.0769999999393,0.0
medium,1,256,fp32,torch.profiler,torch_op,MulBackward0,338,6427.917999999969,871.8820000000342,1774.1880000001547,0.0
medium,1,256,fp32,torch.profiler,cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params),48,0.0,0.0,1554.1839999999984,1554.1839999999984
medium,1,256,fp32,torch.profiler,cuda_kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",364,0.0,0.0,1532.9020000000587,1532.9020000000587
medium,1,256,fp32,torch.profiler,cuda_kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",580,0.0,0.0,1203.7510000001157,1203.7510000001157
medium,1,256,fp32,cuda_event,stage,forward,1,,,50141.79229736328,
medium,1,256,fp32,cuda_event,stage,backward,1,,,95316.22314453125,
medium,1,256,fp32,cuda_event,stage,optimizer,1,,,38176.414489746094,
medium,1,256,fp32,torch.profiler,forward_cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params),48,,,1554.1839999999995,1554.1839999999995
medium,1,256,fp32,torch.profiler,forward_cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_tn_align4>(cutlass_80_tensorop_s1688gemm_64x128_32x3_tn_align4::Params),96,,,1080.0699999999997,1080.0699999999997
medium,1,256,fp32,torch.profiler,forward_cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_tn_align4>(cutlass_80_tensorop_s1688gemm_128x128_32x3_tn_align4::Params),24,,,836.449,836.449
medium,1,256,fp32,torch.profiler,forward_cuda_kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",290,,,550.6900000000002,550.6900000000002
medium,1,256,fp32,torch.profiler,forward_cuda_kernel,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",120,,,326.7789999999999,326.7789999999999
medium,1,256,fp32,torch.profiler,backward_cuda_kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",289,,,5798.648999999996,5798.648999999996
medium,1,256,fp32,torch.profiler,backward_cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4>(cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4::Params),168,,,3305.773999999998,3305.773999999998
medium,1,256,fp32,torch.profiler,backward_cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x256_16x3_nt_align4>(cutlass_80_tensorop_s1688gemm_128x256_16x3_nt_align4::Params),72,,,2462.342,2462.342
medium,1,256,fp32,torch.profiler,backward_cuda_kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",316,,,1330.695000000001,1330.695000000001
medium,1,256,fp32,torch.profiler,backward_cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_nt_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_nt_align4::Params),96,,,943.2729999999997,943.2729999999997
medium,1,256,fp32,torch.profiler,optimizer_cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float)",42,,,7390.399,7390.399
medium,1,256,fp32,torch.profiler,optimizer_cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float>)",21,,,7177.502999999998,7177.502999999998
medium,1,256,fp32,torch.profiler,optimizer_cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float)",21,,,5452.5340000000015,5452.5340000000015
medium,1,256,fp32,torch.profiler,optimizer_cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float)",21,,,5448.0520000000015,5448.0520000000015
medium,1,256,fp32,torch.profiler,optimizer_cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float> >(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float>)",21,,,3706.225,3706.225
medium,1,512,fp32,torch.profiler,range,forward,1,0.0,0.0,48984.2,48984.2
medium,1,512,fp32,torch.profiler,range,profile/measure,1,154029.519,89.3070000000298,46601.96499999991,0.0
medium,1,512,fp32,torch.profiler,range,optimizer,1,7342.267999999982,87.875,36558.99199999997,0.0
medium,1,512,fp32,torch.profiler,range,attention/softmax,24,0.0,0.0,1599.429000000002,1599.429000000002
medium,1,512,fp32,torch.profiler,range,attention/scores,24,0.0,0.0,990.1509999999971,990.1509999999971
medium,1,512,fp32,torch.profiler,range,attention/value,24,0.0,0.0,236.47700000001987,236.47700000001987
medium,1,512,fp32,torch.profiler,range,backward,1,0.0,0.0,0.8319999999948777,0.8319999999948777
medium,1,512,fp32,torch.profiler,range,profile/warmup,1,458.18199999999996,113.59599999999989,0.0,0.0
medium,1,512,fp32,torch.profiler,cuda_kernel,Optimizer.step#AdamW.step,1,0.0,0.0,36658.293000000005,36658.293000000005
medium,1,512,fp32,torch.profiler,torch_op,Optimizer.step#AdamW.step,1,7247.068999999989,2372.228999999992,36558.99199999997,0.0
medium,1,512,fp32,torch.profiler,torch_op,aten::bmm,651,14338.668999999885,10819.133999999696,20367.59499999992,20367.59499999992
medium,1,512,fp32,torch.profiler,torch_op,autograd::engine::evaluate_function: BmmBackward0,217,13600.503999999986,1534.0049999998664,13448.459999999934,0.0
medium,1,512,fp32,torch.profiler,torch_op,BmmBackward0,217,12066.49900000012,1598.0680000002176,13448.459999999934,0.0
medium,1,512,fp32,torch.profiler,torch_op,aten::_foreach_mul_,2,746.625,478.7560000003723,7382.875000000058,7382.875000000058
medium,1,512,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float)",42,0.0,0.0,7382.875000000058,7382.875000000058
medium,1,512,fp32,torch.profiler,torch_op,aten::_foreach_addcdiv_,1,405.88400000002,292.43700000018,7177.021999999939,7177.021999999939
medium,1,512,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float>)",21,0.0,0.0,7177.021999999939,7177.021999999939
medium,1,512,fp32,torch.profiler,torch_op,aten::einsum,169,14724.510999999999,3517.1369999999765,6258.078999999958,0.0
medium,1,512,fp32,torch.profiler,torch_op,aten::copy_,363,4159.90499999991,1960.5919999996659,6081.719999999928,6081.719999999928
medium,1,512,fp32,torch.profiler,cuda_kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",313,0.0,0.0,5924.602999999988,5924.602999999988
medium,1,512,fp32,torch.profiler,torch_op,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,219,4760.2820000001375,836.1830000001573,5518.0380000000005,0.0
medium,1,512,fp32,torch.profiler,torch_op,torch::autograd::AccumulateGrad,219,3924.09899999998,836.4119999998875,5518.0380000000005,0.0
medium,1,512,fp32,torch.profiler,torch_op,aten::_foreach_lerp_,1,178.63100000002305,86.93500000005588,5446.932999999961,5446.932999999961
medium,1,512,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float)",21,0.0,0.0,5446.932999999961,5446.932999999961
medium,1,512,fp32,torch.profiler,torch_op,aten::_foreach_addcmul_,1,391.2489999999816,278.164000000339,5444.595999999961,5444.595999999961
medium,1,512,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float)",21,0.0,0.0,5444.595999999961,5444.595999999961
medium,1,512,fp32,torch.profiler,torch_op,aten::mul,1043,12978.257999999762,8285.971999999789,4470.092999999513,4470.092999999513
medium,1,512,fp32,torch.profiler,cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x256_16x3_nt_align4>(cutlass_80_tensorop_s1688gemm_128x256_16x3_nt_align4::Params),72,0.0,0.0,4251.501999999979,4251.501999999979
medium,1,512,fp32,torch.profiler,torch_op,aten::_foreach_add_,2,811.1579999999958,472.9279999995488,3704.622000000032,3704.622000000032
medium,1,512,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float)",21,0.0,0.0,3704.622000000032,3704.622000000032
medium,1,512,fp32,torch.profiler,torch_op,aten::_foreach_sqrt,1,1428.106999999989,433.59500000003027,3701.4850000000442,3701.4850000000442
medium,1,512,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float> >(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float>)",21,0.0,0.0,3701.4850000000442,3701.4850000000442
medium,1,512,fp32,torch.profiler,torch_op,aten::_foreach_div_,1,356.4459999999963,243.4560000000347,3701.4589999999735,3701.4589999999735
medium,1,512,fp32,torch.profiler,cuda_kernel,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float>)",21,0.0,0.0,3701.4589999999735,3701.4589999999735
medium,1,512,fp32,torch.profiler,torch_op,autograd::engine::evaluate_function: MulBackward0,338,11984.81600000013,2719.4050000002826,3700.0189999998183,0.0
medium,1,512,fp32,torch.profiler,cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x5_tn_align4>(cutlass_80_tensorop_s1688gemm_128x128_16x5_tn_align4::Params),49,0.0,0.0,3011.786999999988,3011.786999999988
medium,1,512,fp32,torch.profiler,torch_op,MulBackward0,338,6529.772999999877,941.8630000000703,2833.6779999997016,0.0
medium,1,512,fp32,torch.profiler,cuda_kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",364,0.0,0.0,2795.0479999998947,2795.0479999998947
medium,1,512,fp32,torch.profiler,cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_nn_align4>(cutlass_80_tensorop_s1688gemm_128x128_32x3_nn_align4::Params),49,0.0,0.0,2774.955999999933,2774.955999999933
medium,1,512,fp32,torch.profiler,cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_32x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_32x6_tn_align4::Params),96,0.0,0.0,1714.5689999999806,1714.5689999999806
medium,1,512,fp32,cuda_event,stage,forward,1,,,49181.02264404297,
medium,1,512,fp32,cuda_event,stage,backward,1,,,96889.02282714844,
medium,1,512,fp32,cuda_event,stage,optimizer,1,,,38260.76889038086,
medium,1,512,fp32,torch.profiler,forward_cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x5_tn_align4>(cutlass_80_tensorop_s1688gemm_128x128_16x5_tn_align4::Params),49,,,3011.7870000000007,3011.7870000000007
medium,1,512,fp32,torch.profiler,forward_cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_32x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_32x6_tn_align4::Params),96,,,1714.5690000000006,1714.5690000000006
medium,1,512,fp32,torch.profiler,forward_cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_tn_align4>(cutlass_80_tensorop_s1688gemm_128x128_32x3_tn_align4::Params),24,,,1441.2879999999998,1441.2879999999998
medium,1,512,fp32,torch.profiler,forward_cuda_kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",290,,,700.92,700.92
medium,1,512,fp32,torch.profiler,forward_cuda_kernel,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x64_16x4_tn_align4>(cutlass_80_tensorop_s1688gemm_256x64_16x4_tn_align4::Params),24,,,424.579,424.579
