run,model_size,context_length,dtype,tool,name,calls,cpu_time_total_us,cuda_time_total_us
small_256,small,256,fp32,torch.profiler,forward,1,0,31364.994999999995
small_256,small,256,fp32,torch.profiler,profile/measure,1,106021.492,13951.193000000017
small_256,small,256,fp32,torch.profiler,Optimizer.step#AdamW.step,1,0,11256.179000000004
small_256,small,256,fp32,torch.profiler,optimizer,1,4706.857000000004,11219.639999999985
small_256,small,256,fp32,torch.profiler,Optimizer.step#AdamW.step,1,4652.8369999999995,11219.639999999985
small_256,small,256,fp32,torch.profiler,cudaLaunchKernel,1471,8403.801000000238,0.0
small_256,small,256,fp32,torch.profiler,cudaDeviceSynchronize,2,6877.376999999993,0.0
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: PermuteBackward0,617,6460.20799999989,0.0
small_256,small,256,fp32,torch.profiler,aten::bmm,327,8797.67000000006,5222.170000000126
small_256,small,256,fp32,torch.profiler,aten::permute,1234,5133.272999999898,0.0
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: BmmBackward0,109,8356.522000000019,3424.2900000001173
small_256,small,256,fp32,torch.profiler,BmmBackward0,109,7383.984999999891,3424.2900000001173
small_256,small,256,fp32,torch.profiler,PermuteBackward0,617,3281.1410000002143,0.0
small_256,small,256,fp32,torch.profiler,forward,1,34275.724,2730.5930000000344
small_256,small,256,fp32,torch.profiler,Unrecognized,1,2371.9800000000005,0.0
small_256,small,256,fp32,torch.profiler,aten::_foreach_mul_,2,214.55299999999988,2263.0010000000184
small_256,small,256,fp32,torch.profiler,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float)",14,0,2263.0010000000184
small_256,small,256,fp32,torch.profiler,aten::_foreach_addcdiv_,1,110.82499999999709,2208.951000000001
small_256,small,256,fp32,torch.profiler,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float>)",7,0,2208.951000000001
small_256,small,256,fp32,torch.profiler,aten::copy_,182,2486.1280000001098,2087.700000000029
small_256,small,256,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",157,0,2051.5050000000438
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,111,2845.158000000032,1912.3369999999995
small_256,small,256,fp32,torch.profiler,torch::autograd::AccumulateGrad,111,2411.381000000023,1912.3369999999995
small_256,small,256,fp32,torch.profiler,aten::einsum,109,11710.673999999974,1797.8800000000083
small_256,small,256,fp32,torch.profiler,attention/scores,12,0,1771.9860000000008
small_256,small,256,fp32,torch.profiler,cuLaunchKernel,327,1748.9780000000037,0.0
small_256,small,256,fp32,torch.profiler,aten::_foreach_lerp_,1,127.69000000000233,1679.4419999999955
small_256,small,256,fp32,torch.profiler,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float)",7,0,1679.4419999999955
small_256,small,256,fp32,torch.profiler,aten::_foreach_addcmul_,1,102.38199999999779,1670.421000000002
small_256,small,256,fp32,torch.profiler,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float)",7,0,1670.421000000002
small_256,small,256,fp32,torch.profiler,aten::as_strided,2241,1635.118999999982,0.0
small_256,small,256,fp32,torch.profiler,aten::view,865,1634.3680000000218,0.0
small_256,small,256,fp32,torch.profiler,UnsqueezeBackward0,303,1608.657999999974,0.0
small_256,small,256,fp32,torch.profiler,aten::unsqueeze,315,1509.1110000000126,0.0
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4::Params),96,0,1279.2420000000347
small_256,small,256,fp32,torch.profiler,aten::mul,527,7955.446000000156,1264.985000000046
small_256,small,256,fp32,torch.profiler,aten::empty_strided,197,1143.769000000124,0.0
small_256,small,256,fp32,torch.profiler,aten::_foreach_div_,1,83.69999999999709,1135.6600000000035
small_256,small,256,fp32,torch.profiler,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float>)",7,0,1135.6600000000035
small_256,small,256,fp32,torch.profiler,aten::_foreach_sqrt,1,1072.474000000002,1131.6269999999931
small_256,small,256,fp32,torch.profiler,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float> >(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float>)",7,0,1131.6269999999931
small_256,small,256,fp32,torch.profiler,aten::_foreach_add_,2,469.35599999999977,1130.5379999999714
small_256,small,256,fp32,torch.profiler,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float)",7,0,1130.5379999999714
small_256,small,256,fp32,torch.profiler,aten::squeeze,303,1120.4630000000107,0.0
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: MulBackward0,170,7159.763999999959,1092.541000000012
small_256,small,256,fp32,torch.profiler,aten::transpose,218,938.3939999998402,0.0
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params),72,0,756.4940000000006
small_256,small,256,fp32,torch.profiler,MulBackward0,170,3869.1079999999274,746.3589999999967
small_256,small,256,fp32,torch.profiler,aten::new_empty_strided,85,702.8409999999931,0.0
small_256,small,256,fp32,torch.profiler,aten::empty,137,666.5379999999705,0.0
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: CatBackward0,24,657.2450000000317,0.0
small_256,small,256,fp32,torch.profiler,aten::unbind,48,641.4679999999744,0.0
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params),24,0,623.0759999999964
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",184,0,621.3559999999798
small_256,small,256,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",292,0,581.2640000000465
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4>(cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4::Params),24,0,539.2389999999796
small_256,small,256,fp32,torch.profiler,aten::empty_like,75,532.1030000000137,0.0
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x5_nt_align4>(cutlass_80_tensorop_s1688gemm_128x128_16x5_nt_align4::Params),13,0,511.58699999999226
small_256,small,256,fp32,torch.profiler,CatBackward0,24,501.0739999999714,0.0
small_256,small,256,fp32,torch.profiler,aten::_reshape_alias,157,463.853000000011,0.0
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: AddBackward0,73,441.85500000001775,0.0
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4>(cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4::Params),48,0,415.8130000000674
small_256,small,256,fp32,torch.profiler,Optimizer.zero_grad#AdamW.zero_grad,1,394.39300000000003,0.0
small_256,small,256,fp32,torch.profiler,aten::narrow,48,388.43800000002375,0.0
small_256,small,256,fp32,torch.profiler,cudaMemcpyAsync,25,359.83199999997305,0.0
small_256,small,256,fp32,torch.profiler,aten::select,96,359.5640000000094,0.0
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",217,0,346.59899999999016
small_256,small,256,fp32,torch.profiler,aten::item,222,327.37000000002445,0.0
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4::Params),12,0,307.17100000000937
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_tn_align4>(cutlass_80_tensorop_s1688gemm_64x128_32x3_tn_align4::Params),12,0,279.33200000000124
small_256,small,256,fp32,torch.profiler,aten::slice,48,266.39299999995274,0.0
small_256,small,256,fp32,torch.profiler,aten::sum,50,901.8750000000291,233.82700000001932
small_256,small,256,fp32,torch.profiler,aten::where,48,2655.0219999999454,217.8889999999783
small_256,small,256,fp32,torch.profiler,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float const*, float const*, float const*, float const*)",85,0,212.86900000006335
small_256,small,256,fp32,torch.profiler,aten::add_,232,1366.5649999999805,209.1859999999724
small_256,small,256,fp32,torch.profiler,aten::resize_,38,196.707999999986,0.0
small_256,small,256,fp32,torch.profiler,"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",25,0,153.05799999999726
small_256,small,256,fp32,torch.profiler,attention/scores,12,3494.1969999999947,147.36200000000645
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: PowBackward0,25,2158.1210000000574,147.0089999999691
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4::Params),24,0,146.4969999999821
small_256,small,256,fp32,torch.profiler,aten::reshape,825,5187.248000000035,139.16800000004423
small_256,small,256,fp32,torch.profiler,aten::clone,72,1710.5040000000563,139.16800000004423
small_256,small,256,fp32,torch.profiler,aten::add,97,1588.3749999999986,133.73100000001068
small_256,small,256,fp32,torch.profiler,aten::cat,48,991.9239999999954,132.41799999995692
small_256,small,256,fp32,torch.profiler,aten::_unsafe_view,72,129.94300000002931,0.0
small_256,small,256,fp32,torch.profiler,aten::expand,26,124.88400000001275,0.0
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: UnsafeViewBackward0,12,110.98500000001513,0.0
small_256,small,256,fp32,torch.profiler,aten::div,49,1099.2120000000878,110.30800000002546
small_256,small,256,fp32,torch.profiler,"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",36,0,110.01799999998457
small_256,small,256,fp32,torch.profiler,PowBackward0,25,1613.256000000023,107.74499999998079
small_256,small,256,fp32,torch.profiler,cudaDeviceGetAttribute,327,100.86700000014025,0.0
small_256,small,256,fp32,torch.profiler,aten::detach,27,98.40300000001298,0.0
small_256,small,256,fp32,torch.profiler,aten::pow,75,1861.5040000000122,97.60099999998874
small_256,small,256,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",24,0,97.47299999998904
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x128_16x3_tn_align4>(cutlass_80_tensorop_s1688gemm_256x128_16x3_tn_align4::Params),1,0,90.78500000000349
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: RsqrtBackward0,25,1676.2150000000183,84.38300000003073
small_256,small,256,fp32,torch.profiler,RsqrtBackward0,25,1502.8150000000605,84.38300000003073
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: SoftmaxBackward0,12,600.6689999999726,82.24099999996542
small_256,small,256,fp32,torch.profiler,SoftmaxBackward0,12,517.1609999999564,82.24099999996542
small_256,small,256,fp32,torch.profiler,aten::_softmax_backward_data,12,460.65400000000227,82.24099999996542
small_256,small,256,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",25,0,80.76900000002206
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: SigmoidBackward0,12,516.7739999999903,79.77700000001641
small_256,small,256,fp32,torch.profiler,aten::mean,25,612.4909999999963,78.62499999998454
small_256,small,256,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",25,0,78.62499999998454
small_256,small,256,fp32,torch.profiler,aten::_local_scalar_dense,222,72.49499999995169,0.0
small_256,small,256,fp32,torch.profiler,attention/value,12,1547.9309999999996,71.39400000000114
small_256,small,256,fp32,torch.profiler,attention/value,12,0,71.39400000000114
small_256,small,256,fp32,torch.profiler,aten::concat,24,594.0660000000053,70.08199999999033
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: ViewBackward0,364,4299.062999999929,69.08800000001065
small_256,small,256,fp32,torch.profiler,ViewBackward0,364,2597.07499999991,69.08800000001065
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",24,0,65.21799999999985
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: WhereBackward0,12,1001.0459999999803,62.68799999998737
small_256,small,256,fp32,torch.profiler,WhereBackward0,12,880.602000000028,62.68799999998737
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: UnbindBackward0,24,856.187999999951,62.33599999996659
small_256,small,256,fp32,torch.profiler,UnbindBackward0,24,706.2359999999826,62.33599999996659
small_256,small,256,fp32,torch.profiler,aten::stack,24,630.5759999999937,62.33599999996659
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: CloneBackward0,12,61.87099999997008,0.0
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",50,0,61.14900000001944
small_256,small,256,fp32,torch.profiler,aten::to,153,61.03900000002022,0.0
small_256,small,256,fp32,torch.profiler,aten::alias,24,60.91100000000188,0.0
small_256,small,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_nn_align4>(cutlass_80_tensorop_s1688gemm_128x128_32x3_nn_align4::Params),1,0,60.06499999999505
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: UnsqueezeBackward0,303,3809.3060000000405,55.966999999996915
small_256,small,256,fp32,torch.profiler,UnsafeViewBackward0,12,55.499000000017986,0.0
small_256,small,256,fp32,torch.profiler,AddBackward0,73,54.14899999999761,0.0
small_256,small,256,fp32,torch.profiler,detach,27,51.23500000004424,0.0
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: ReshapeAliasBackward0,133,2078.8480000000127,46.53100000003178
small_256,small,256,fp32,torch.profiler,ReshapeAliasBackward0,133,1296.4029999999839,46.53100000003178
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: MeanBackward1,25,1050.2170000000406,45.09000000002561
small_256,small,256,fp32,torch.profiler,MeanBackward1,25,906.0900000000256,45.09000000002561
small_256,small,256,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",25,0,45.09000000002561
small_256,small,256,fp32,torch.profiler,aten::fill_,27,458.61600000001545,44.70299999999497
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",27,0,44.70299999999497
small_256,small,256,fp32,torch.profiler,attention/softmax,12,563.9759999999987,42.46400000000904
small_256,small,256,fp32,torch.profiler,aten::softmax,12,335.4880000000039,42.46400000000904
small_256,small,256,fp32,torch.profiler,aten::_softmax,12,280.3220000000065,42.46400000000904
small_256,small,256,fp32,torch.profiler,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 8, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",12,0,42.46400000000904
small_256,small,256,fp32,torch.profiler,attention/softmax,12,0,42.46400000000904
small_256,small,256,fp32,torch.profiler,"void (anonymous namespace)::softmax_warp_backward<float, float, float, 8, false, false>(float*, float const*, float const*, int, int, int, bool const*)",12,0,41.47199999997247
small_256,small,256,fp32,torch.profiler,SigmoidBackward0,12,263.6020000000135,40.83400000000984
small_256,small,256,fp32,torch.profiler,aten::sigmoid_backward,12,210.2230000000127,40.83400000000984
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",12,0,40.83400000000984
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: SubBackward0,24,620.7820000000138,39.583999999995285
small_256,small,256,fp32,torch.profiler,SubBackward0,24,472.66300000000774,39.583999999995285
small_256,small,256,fp32,torch.profiler,aten::neg,24,418.0180000000255,39.583999999995285
small_256,small,256,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",24,0,39.583999999995285
small_256,small,256,fp32,torch.profiler,Memcpy DtoD (Device -> Device),25,0,36.19499999998516
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",25,0,33.374000000004344
small_256,small,256,fp32,torch.profiler,aten::sigmoid,12,243.12000000000262,32.57700000000841
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",12,0,32.57700000000841
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: DivBackward0,12,319.38700000000244,32.513999999995576
small_256,small,256,fp32,torch.profiler,DivBackward0,12,241.46999999996478,32.513999999995576
small_256,small,256,fp32,torch.profiler,aten::sub,24,402.88000000000557,31.01000000001659
small_256,small,256,fp32,torch.profiler,aten::rsqrt,25,431.1310000000103,30.017999999992753
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",25,0,30.017999999992753
small_256,small,256,fp32,torch.profiler,autograd::engine::evaluate_function: IndexBackward0,1,307.9360000000015,28.319999999992433
small_256,small,256,fp32,torch.profiler,IndexBackward0,1,297.04599999998754,28.319999999992433
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul>)",25,0,28.031999999999243
small_256,small,256,fp32,torch.profiler,aten::result_type,75,27.75499999999647,0.0
small_256,small,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",25,0,27.328000000009524
small_256,small,256,fp32,torch.profiler,aten::ge,12,255.45200000000386,25.950999999995474
small_256,small,256,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1})",12,0,25.950999999995474
small_256,small,256,fp32,torch.profiler,aten::arange,26,696.4899999999898,24.57200000001103
small_256,small,256,fp32,torch.profiler,aten::scalar_tensor,24,755.806000000016,22.94300000000021
