config_id,model_size,num_layers,context_length,batch_size,dtype,checkpoint_block_size,nested,warmup_steps,measurement_steps,step_time_ms_samples,step_time_ms_p50,peak_allocated_mib,peak_reserved_mib,allocator_limit_mib,allocator_fraction,within_24gib,status,failure_stage,error_type,source_json
medium-b1-t1024-bf16-checkpoint-none,medium,24,1024,1,bf16,none,false,3,5,"[130.9170899912715,130.88418496772647,132.446605945006,130.50543097779155,130.76616683974862]",130.88418496772647,10068.47021484375,10272.0,23552,0.48542746322568014,true,ok,,,medium_b1_t1024_bf16_checkpoint_none.json
medium-b1-t1024-bf16-checkpoint-1,medium,24,1024,1,bf16,1,false,3,5,"[174.8977981042117,264.3073168583214,178.83787699975073,176.11995805054903,175.6354591343552]",176.11995805054903,6865.40771484375,7114.0,23552,0.48542746322568014,true,ok,,,medium_b1_t1024_bf16_checkpoint_1.json
medium-b1-t1024-bf16-checkpoint-2,medium,24,1024,1,bf16,2,false,3,5,"[167.54881897941232,167.3536931630224,252.5399369187653,167.5466811284423,168.2259279768914]",167.54881897941232,7005.53271484375,7178.0,23552,0.48542746322568014,true,ok,,,medium_b1_t1024_bf16_checkpoint_2.json
medium-b1-t1024-bf16-checkpoint-4,medium,24,1024,1,bf16,4,false,3,5,"[166.74661193974316,167.0078148599714,256.97563285939395,166.60096612758934,167.63492999598384]",167.0078148599714,7283.9072265625,7380.0,23552,0.48542746322568014,true,ok,,,medium_b1_t1024_bf16_checkpoint_4.json
medium-b1-t1024-bf16-checkpoint-8,medium,24,1024,1,bf16,8,false,3,5,"[165.5495089944452,251.16867781616747,165.80539010465145,168.53922000154853,165.0679549202323]",165.80539010465145,7840.65771484375,7954.0,23552,0.48542746322568014,true,ok,,,medium_b1_t1024_bf16_checkpoint_8.json
medium-b1-t2048-bf16-checkpoint-none,medium,24,2048,1,bf16,none,false,3,5,"[376.31289195269346,376.5389409381896,377.0988420583308,376.96635094471276,376.8910840153694]",376.8910840153694,19664.60693359375,20192.0,23552,0.48542746322568014,true,ok,,,medium_b1_t2048_bf16_checkpoint_none.json
medium-b1-t2048-bf16-checkpoint-1,medium,24,2048,1,bf16,1,false,3,5,"[481.1023629736155,562.4820000957698,481.29079304635525,481.2217690050602,480.93257495202124]",481.2217690050602,8063.67724609375,8634.0,23552,0.48542746322568014,true,ok,,,medium_b1_t2048_bf16_checkpoint_1.json
