time_us,active_mib,reserved_mib
1786439243028296,13232.425781,13178.000000
1786439243028577,13233.676270,13178.000000
1786439243028895,13249.926270,13178.000000
1786439243029497,13276.801270,13208.000000
1786439243029962,13278.676270,13212.000000
1786439243030012,13278.676270,13212.000000
1786439243030123,13278.676270,13212.000000
1786439243030174,13279.926270,13212.000000
1786439243030216,13279.926270,13212.000000
1786439243030368,13279.942871,13212.000000
1786439243030560,13281.942871,13212.000000
1786439243030639,13283.974121,13212.000000
1786439243030883,13284.989746,13232.000000
1786439243031058,13284.239746,13232.000000
1786439243031159,13294.238770,13232.000000
1786439243031238,13294.239746,13232.000000
1786439243031325,13297.364258,13232.000000
1786439243031906,13355.489258,13334.000000
1786439243032322,13461.114258,13404.000000
1786439243032386,13461.114746,13404.000000
1786439243032435,13459.864746,13404.000000
1786439243032715,13489.239746,13418.000000
1786439243033294,13504.239746,13436.000000
1786439243033367,13505.489746,13436.000000
1786439243033530,13505.489746,13438.000000
1786439243033610,13506.114746,13438.000000
1786439243033646,13506.114746,13438.000000
1786439243033672,13505.489746,13438.000000
1786439243033863,13508.131348,13438.000000
1786439243033917,13507.139160,13438.000000
1786439243034146,13512.162598,13458.000000
1786439243034278,13512.803223,13458.000000
1786439243034383,13522.928223,13458.000000
1786439243034431,13520.427246,13458.000000
1786439243034513,13520.428223,13458.000000
1786439243034794,13576.052734,13508.000000
1786439243035254,13636.677734,13578.000000
1786439243035607,13687.302734,13630.000000
1786439243035675,13686.053711,13630.000000
1786439243035758,13689.178223,13630.000000
1786439243036303,13716.053223,13660.000000
1786439243036744,13731.678223,13676.000000
1786439243036794,13731.678223,13676.000000
1786439243036829,13731.053223,13676.000000
1786439243036899,13731.053223,13676.000000
1786439243036941,13732.928223,13676.000000
1786439243036995,13731.069824,13676.000000
1786439243037160,13734.319826,13676.000000
1786439243037215,13734.358887,13676.000000
1786439243037278,13738.366699,13676.000000
1786439243037389,13736.616699,13676.000000
1786439243037671,13746.616699,13690.000000
1786439243037747,13747.866211,13690.000000
1786439243037792,13747.866211,13690.000000
1786439243038349,13804.741211,13762.000000
1786439243038741,13912.866211,13862.000000
1786439243038833,13912.241211,13862.000000
1786439243038912,13912.242188,13862.000000
1786439243039186,13928.491699,13864.000000
1786439243039635,13955.366699,13894.000000
1786439243039918,13956.616699,13896.000000
