time_us,active_mib,reserved_mib
1786439213409913,51169.740234,52454.000000
1786439213411540,51744.779297,53036.000000
1786439213447388,52662.806641,53956.000000
1786439213448999,53162.826172,54564.000000
1786439213450466,53887.865234,55220.000000
1786439213451915,54562.884766,55876.000000
1786439213453356,55137.923828,56458.000000
1786439213454895,55862.953125,57188.000000
1786439213456467,56362.982422,57796.000000
1786439213457759,57088.021484,58426.000000
1786439213459257,57763.041016,59108.000000
1786439213460604,58313.080078,59690.000000
1786439213462042,59063.109375,60420.000000
1786439213463527,59563.138672,61028.000000
1786439213464793,60288.177734,61658.000000
1786439213466300,60963.197266,62340.000000
1786439213467653,61513.236328,62922.000000
1786439213469103,62263.265625,63652.000000
1786439213470460,62763.294922,64160.000000
1786439213471876,63488.333984,64890.000000
1786439213473452,64063.353516,65572.000000
1786439213474827,64713.392578,66154.000000
1786439213476275,65463.412109,66884.000000
1786439213476417,65463.441406,66982.000000
1786439213476417,65561.097656,66982.000000
1786439213505129,65088.412109,66982.000000
1786439213505162,64563.373047,66982.000000
1786439213505188,63913.353516,66982.000000
1786439213505216,63463.314453,66982.000000
1786439213505244,62763.294922,66982.000000
1786439213505271,62263.275391,66982.000000
1786439213505298,61663.236328,66982.000000
1786439213505325,61088.216797,66982.000000
1786439213505378,60663.177734,66982.000000
1786439213505407,59938.158203,66982.000000
1786439213505436,59463.128906,66982.000000
1786439213505465,58763.099609,66982.000000
1786439213505494,58263.080078,66982.000000
1786439213505524,57763.041016,66982.000000
1786439213505555,57113.021484,66982.000000
1786439213505583,56662.982422,66982.000000
1786439213505611,55937.962891,66982.000000
1786439213505640,55462.943359,66982.000000
1786439213505670,54862.904297,66982.000000
1786439213505695,54287.884766,66982.000000
1786439213505725,53762.845703,66982.000000
1786439213505768,53137.826172,66982.000000
1786439213535329,52565.150391,66982.000000
