time_us,active_mib,reserved_mib
1786439271335920,13230.634766,13178.000000
1786439271347583,13378.142578,13320.000000
1786439271353003,13428.142578,13380.000000
1786439271356183,13944.158203,13912.000000
1786439271359610,14213.408203,14938.000000
1786439271360062,14593.400391,14938.000000
1786439271360524,14750.908203,14938.000000
1786439271360705,14780.908203,14938.000000
1786439271365614,15799.423828,16474.000000
1786439271366022,15536.173828,16474.000000
1786439271366424,15936.181641,16474.000000
1786439271366853,16093.673828,16474.000000
1786439271367731,16373.689453,16730.000000
1786439271370106,16918.939453,17754.000000
1786439271370515,17298.931641,17754.000000
1786439271370971,17446.439453,17754.000000
1786439271371141,17446.439453,17754.000000
1786439271375124,18996.955078,19036.000000
1786439271375516,18221.705078,19036.000000
1786439271375909,18621.705078,19036.000000
1786439271376340,18789.205078,19036.000000
1786439271377240,19315.220703,19292.000000
1786439271379569,19581.970703,20316.000000
1786439271379959,19884.462891,20316.000000
1786439271380455,20111.970703,20316.000000
1786439271380652,20151.970703,20316.000000
1786439271383591,20658.486328,21340.000000
1786439271386077,20927.228516,21854.000000
1786439271386478,21327.236328,21854.000000
1786439271386898,21464.736328,21854.000000
1786439271387127,21488.751953,21854.000000
1786439271391169,22779.501953,23134.000000
1786439271391552,22469.994141,23134.000000
1786439271391960,22755.001953,23134.000000
1786439271392291,22817.501953,23134.000000
1786439271394268,23344.142578,23390.000000
1786439271396535,23592.751953,24414.000000
1786439271396966,24012.767578,24414.000000
1786439271397405,24160.267578,24414.000000
1786439271397599,24154.283203,24414.000000
1786439271399501,25721.033203,25952.000000
1786439271399838,24985.525391,25952.000000
1786439271400251,25408.033203,25952.000000
1786439271400648,25503.033203,25952.000000
1786439271401146,25773.048828,26208.000000
1786439271402243,26278.283203,27232.000000
1786439271402647,26688.291016,27232.000000
1786439271403080,26845.798828,27232.000000
1786439271403244,26845.798828,27232.000000
1786439271404433,28140.564453,28512.000000
1786439271404812,27661.056641,28512.000000
1786439271405217,28083.564453,28512.000000
1786439271405646,28198.564453,28512.000000
1786439271406174,28714.580078,28768.000000
1786439271407355,28983.830078,29794.000000
1786439271407749,29383.822266,29794.000000
1786439271408170,29511.330078,29794.000000
1786439271408343,29541.330078,29794.000000
1786439271409870,30570.095703,31330.000000
1786439271410244,30306.595703,31330.000000
1786439271410632,30706.595703,31330.000000
1786439271411056,30854.095703,31330.000000
1786439271411622,31144.111330,31586.000000
1786439271412787,31689.361328,32612.000000
1786439271413180,32069.353516,32612.000000
1786439271413736,32216.861328,32612.000000
1786439271413914,32216.861328,32612.000000
1786439271415145,33767.376953,33892.000000
1786439271415534,32992.126953,33892.000000
1786439271415916,33392.134766,33892.000000
1786439271416335,33559.626953,33892.000000
1786439271416942,34085.642578,34148.000000
1786439271418015,34352.392578,35172.000000
1786439271418428,34694.884766,35172.000000
1786439271418902,34892.392578,35172.000000
1786439271419082,34912.392578,35172.000000
