time_us,active_mib,reserved_mib
1786439182252187,13157.291016,13178.000000
1786439182253337,13177.298828,13198.000000
1786439182253442,13177.298828,13198.000000
1786439182256426,13257.298828,13258.000000
1786439182259604,13297.298828,13298.000000
1786439182260685,13287.298828,13308.000000
1786439182261738,13307.298828,13318.000000
1786439182262808,13307.298828,13338.000000
1786439182262895,13307.298828,13338.000000
1786439182262923,13307.298828,13338.000000
1786439182262955,13317.298828,13338.000000
1786439182262974,13277.298828,13338.000000
1786439182269129,14305.314453,14362.000000
1786439182269236,14305.314453,14362.000000
1786439182272307,14306.064453,14364.000000
1786439182274388,15330.064453,15388.000000
1786439182274607,14346.064453,15388.000000
1786439182274780,14386.048828,15388.000000
1786439182274831,14366.056641,15388.000000
1786439182274926,14486.056641,15388.000000
1786439182275140,14846.056641,15388.000000
1786439182275197,14826.064453,15388.000000
1786439182275228,14806.072266,15388.000000
1786439182275409,14906.064453,15388.000000
1786439182275554,14926.064453,15388.000000
1786439182275589,14936.064453,15388.000000
1786439182275619,14926.064453,15388.000000
1786439182275683,14936.064453,15388.000000
1786439182275711,14946.064453,15388.000000
1786439182275737,14946.064453,15388.000000
1786439182275781,14910.080078,15388.000000
1786439182277584,15422.080078,16412.000000
1786439182277642,15422.080078,16412.000000
1786439182278624,15934.580078,16924.000000
1786439182279701,16446.830078,17436.000000
1786439182279934,15974.830078,17436.000000
1786439182280047,16014.822266,17436.000000
1786439182280085,15994.830078,17436.000000
1786439182280214,16274.822266,17436.000000
1786439182280366,16454.822266,17436.000000
1786439182280413,16434.837891,17436.000000
1786439182280439,16454.830078,17436.000000
1786439182280736,16554.830078,17436.000000
1786439182280765,16554.830078,17436.000000
1786439182280807,16574.830078,17436.000000
1786439182280827,16534.830078,17436.000000
1786439182280888,16554.830078,17436.000000
1786439182280922,16564.830078,17436.000000
1786439182280942,16564.830078,17436.000000
1786439182282851,17050.845703,17948.000000
1786439182282923,17562.845707,17948.000000
1786439182282962,17563.595703,17948.000000
1786439182284968,18075.595703,18972.000000
1786439182285128,17603.595703,18972.000000
1786439182285252,17623.580078,18972.000000
1786439182285329,17623.595703,18972.000000
1786439182285379,17663.587891,18972.000000
1786439182285589,18083.587891,18972.000000
1786439182285663,18083.595703,18972.000000
1786439182285694,18063.603516,18972.000000
1786439182285826,18143.595703,18972.000000
1786439182286018,18183.595703,18972.000000
1786439182286055,18193.595703,18972.000000
1786439182286085,18193.595703,18972.000000
1786439182286142,18193.595703,18972.000000
1786439182286167,18193.595703,18972.000000
1786439182286193,18203.595703,18972.000000
1786439182286221,18163.611328,18972.000000
1786439182288153,18679.611328,19484.000000
1786439182288206,18679.611328,19484.000000
1786439182290275,19192.111328,19486.000000
1786439182295524,19704.361328,20510.000000
1786439182295700,19212.361328,20510.000000
1786439182295847,19272.353516,20510.000000
1786439182295888,19252.361328,20510.000000
1786439182296010,19452.353516,20510.000000
1786439182296171,19712.353516,20510.000000
1786439182296213,19692.361328,20510.000000
1786439182296241,19692.361328,20510.000000
1786439182296522,19802.361328,20510.000000
1786439182296558,19802.361328,20510.000000
1786439182296594,19812.361328,20510.000000
1786439182296624,19812.361328,20510.000000
1786439182296722,19812.361328,20510.000000
1786439182296760,19832.361328,20510.000000
1786439182296785,19822.361328,20510.000000
1786439182296875,20308.376953,20510.000000
1786439182302936,20820.376957,21022.000000
1786439182302965,20309.126953,21022.000000
1786439182305002,21333.126953,21534.000000
1786439182351056,20841.126953,22046.000000
1786439182351242,20861.111328,22046.000000
1786439182351367,20881.126953,22046.000000
1786439182351411,20901.119141,22046.000000
1786439182351651,21341.119141,22046.000000
1786439182351719,21341.119141,22046.000000
1786439182351757,21321.126953,22046.000000
1786439182351847,21381.126953,22046.000000
1786439182352120,21451.126953,22046.000000
1786439182352157,21461.126953,22046.000000
1786439182352188,21451.126953,22046.000000
1786439182352242,21441.126953,22046.000000
1786439182352267,21441.126953,22046.000000
1786439182352307,21461.126953,22046.000000
1786439182352323,21421.126953,22046.000000
1786439182353503,22449.142578,22558.000000
1786439182353572,22449.142578,22558.000000
1786439182353625,22449.642578,22558.000000
1786439182358725,22961.892578,23582.000000
1786439182358911,22469.892578,23582.000000
1786439182359067,22529.884766,23582.000000
1786439182359107,22509.892578,23582.000000
1786439182359233,22709.884766,23582.000000
1786439182359401,22969.884766,23582.000000
1786439182359443,22949.892578,23582.000000
1786439182359472,22949.892578,23582.000000
1786439182359771,23059.892578,23582.000000
1786439182359815,23069.892578,23582.000000
1786439182359845,23069.892578,23582.000000
1786439182359877,23069.892578,23582.000000
1786439182359938,23069.892578,23582.000000
1786439182359973,23089.892578,23582.000000
1786439182360000,23079.892578,23582.000000
1786439182363049,23053.908203,24094.000000
1786439182369627,23565.908207,24606.000000
1786439182374540,23565.908203,24608.000000
1786439182376511,24590.408203,25120.000000
1786439182377450,24610.658203,25632.000000
1786439182377627,24118.658203,25632.000000
1786439182377743,24158.650391,25632.000000
1786439182377780,24138.658203,25632.000000
1786439182377949,24498.650391,25632.000000
1786439182378063,24598.650391,25632.000000
1786439182378111,24578.666016,25632.000000
1786439182378137,24598.658203,25632.000000
1786439182378450,24708.658203,25632.000000
1786439182378478,24708.658203,25632.000000
1786439182378510,24718.658203,25632.000000
1786439182378529,24678.658203,25632.000000
