run_name,model_size,context_length,mode,dtype,profiler,trace_file,stage,name,calls,cpu_time_total_ms,cuda_time_total_ms,self_cpu_time_total_ms,self_cuda_time_total_ms
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,forward,forward,1,0.000000,37.537872,0.0,37.53787199999999
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,profile/measure,profile/measure,1,131.559633,19.077294,0.7253070000000152,0.0
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,optimizer,optimizer,1,32.433431,8.800483,0.03384400000001187,0.0
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,attention/scores,attention/scores,12,0.000000,1.688956,0.0,1.688955999999992
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,attention/softmax,attention/softmax,12,0.000000,1.443511,0.0,1.4435109999999913
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,attention/value,attention/value,12,0.000000,0.818188,0.0,0.8181879999999883
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,backward,backward,1,58.204852,0.000832,58.175698,0.0
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,Optimizer.step#AdamW.step,1,0.000000,32.810342,0.0,32.810342000000006
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,aten::bmm,327,9.050103,22.219673,6.088646000000263,22.219673000000196
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,ProfilerStep*,1,131.649062,19.077294,0.08049699999997392,0.0
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,autograd::engine::evaluate_function: BmmBackward0,109,7.165958,14.644703,0.7862339999999385,0.0
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,BmmBackward0,109,6.379724,14.644703,0.6910229999998555,0.0
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,Optimizer.step#AdamW.step,1,32.399587,8.800483,7.830611000000092,0.0
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,aten::mul,1230,16.287572,7.759906,10.328405999999562,7.759906000000341
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,aten::einsum,109,14.116237,7.663099,3.3897320000000435,0.0
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,ampere_sgemm_128x64_tn,85,0.000000,7.020018,0.0,7.020017999999985
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(cutlass_80_simt_sgemm_128x256_8x4_nt_align1::Params),37,0.000000,4.840171,0.0,4.8401710000000095
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,ampere_sgemm_128x64_nn,72,0.000000,4.819465,0.0,4.819465000000091
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",740,0.000000,4.575175,0.0,4.5751750000002
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",675,0.000000,3.270576,0.0,3.2705759999999944
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,autograd::engine::evaluate_function: MulBackward0,182,7.138717,2.472263,1.5720159999997996,0.0
small_c256,small,256,train_step,fp32,torch.profiler,small_c256.1784789460350056929.pt.trace.json,operator_or_kernel,aten::copy_,207,2.605384,2.186535,1.2719350000000105,2.18653499999987
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,profile/measure,profile/measure,1,125.222403,33.246257,0.7914010000000126,0.0
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,forward,forward,1,0.000000,30.877590,0.0,30.877590000000005
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,optimizer,optimizer,1,32.885874,8.860479,0.03432700000000477,0.0
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,attention/softmax,attention/softmax,12,0.000000,2.755406,0.0,2.7554059999999945
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,attention/scores,attention/scores,12,0.000000,2.619850,0.0,2.6198499999999987
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,attention/value,attention/value,12,0.000000,1.364726,0.0,1.3647259999999997
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,backward,backward,1,58.884110,0.000832,58.84997899999999,0.0
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,aten::bmm,327,7.783849,43.046574,5.428036000000013,43.046573999999886
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,ProfilerStep*,1,125.306339,33.246257,0.0751810000000114,0.0
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,Optimizer.step#AdamW.step,1,0.000000,33.245724,0.0,33.24572399999999
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,autograd::engine::evaluate_function: BmmBackward0,109,7.216469,27.683001,0.8133830000001181,0.0
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,BmmBackward0,109,6.403086,27.683001,0.7239210000000167,0.0
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,aten::mul,1230,17.607393,16.486749,12.151424999999797,16.48124500000007
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,aten::einsum,109,11.566226,15.540311,2.9124699999999963,0.0
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,ampere_sgemm_128x64_tn,84,0.000000,12.871403,0.0,12.871403000000008
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,ampere_sgemm_128x64_nn,72,0.000000,8.870996,0.0,8.870995999999941
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,Optimizer.step#AdamW.step,1,32.851547,8.860479,8.164478999999904,0.0
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",196,0.000000,8.345479,0.0,8.345478999999871
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,autograd::engine::evaluate_function: DivBackward0,12,1.355698,7.643644,0.18719900000001508,0.0
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nt_align1>(cutlass_80_simt_sgemm_256x128_8x4_nt_align1::Params),36,0.000000,6.984174,0.0,6.984174000000014
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,DivBackward0,12,0.954427,6.710446,0.13384699999997246,0.0
small_c512,small,512,train_step,fp32,torch.profiler,small_c512.1784789473123438380.pt.trace.json,operator_or_kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",740,0.000000,6.466121,0.0,6.466121000000252
small_c1024,small,1024,train_step,fp32,torch.profiler,small_c1024.1784789486309688688.pt.trace.json,profile/measure,profile/measure,1,245.054292,83.926856,0.6980570000000007,0.0
small_c1024,small,1024,train_step,fp32,torch.profiler,small_c1024.1784789486309688688.pt.trace.json,forward,forward,1,0.000000,72.583327,0.0,72.58332700000001
small_c1024,small,1024,train_step,fp32,torch.profiler,small_c1024.1784789486309688688.pt.trace.json,attention/softmax,attention/softmax,12,0.000000,21.017687,0.0,21.017687000000013
small_c1024,small,1024,train_step,fp32,torch.profiler,small_c1024.1784789486309688688.pt.trace.json,attention/scores,attention/scores,12,0.000000,12.098468,0.0,12.09846799999999
small_c1024,small,1024,train_step,fp32,torch.profiler,small_c1024.1784789486309688688.pt.trace.json,optimizer,optimizer,1,120.044052,10.956397,0.03732300000001851,0.0
small_c1024,small,1024,train_step,fp32,torch.profiler,small_c1024.1784789486309688688.pt.trace.json,attention/value,attention/value,12,0.000000,4.277222,0.0,4.277221999999981
small_c1024,small,1024,train_step,fp32,torch.profiler,small_c1024.1784789486309688688.pt.trace.json,backward,backward,1,92.210936,0.000832,58.12209999999997,0.0
small_c1024,small,1024,train_step,fp32,torch.profiler,small_c1024.1784789486309688688.pt.trace.json,operator_or_kernel,aten::bmm,327,17.214604,89.064141,5.674441999999826,89.06414099999989
small_c1024,small,1024,train_step,fp32,torch.profiler,small_c1024.1784789486309688688.pt.trace.json,operator_or_kernel,ProfilerStep*,1,245.133627,83.926856,0.06990099999998346,0.0
small_c1024,small,1024,train_step,fp32,torch.profiler,small_c1024.1784789486309688688.pt.trace.json,operator_or_kernel,autograd::engine::evaluate_function: BmmBackward0,109,16.493163,55.912019,0.8016199999999444,0.0
